,size,planner,makespan
0,4,HEFT,75000.0
1,4,HEFT,75000.0
2,4,HEFT,75000.0
3,4,HEFT,75000.0
4,4,HEFT,75000.0
5,4,HEFT,75000.0
6,4,HEFT,75000.0
7,4,HEFT,75000.0
8,4,HEFT,75000.0
9,4,HEFT,75000.0
10,4,HEFT,75000.0
11,4,HEFT,75000.0
12,4,HEFT,75000.0
13,4,HEFT,75000.0
14,4,HEFT,75000.0
15,4,HEFT,75000.0
16,4,HEFT,75000.0
17,4,HEFT,75000.0
18,4,HEFT,75000.0
19,4,HEFT,75000.0
20,4,HEFT,75000.0
21,4,HEFT,75000.0
22,4,HEFT,75000.0
23,4,HEFT,75000.0
24,4,HEFT,75000.0
25,4,HEFT,75000.0
26,4,HEFT,75000.0
27,4,HEFT,75000.0
28,4,HEFT,75000.0
29,4,HEFT,75000.0
30,4,HEFT,75000.0
31,4,HEFT,75000.0
32,4,HEFT,75000.0
33,4,HEFT,75000.0
34,4,HEFT,75000.0
35,4,HEFT,75000.0
36,4,HEFT,75000.0
37,4,HEFT,75000.0
38,4,HEFT,75000.0
39,4,HEFT,75000.0
40,4,HEFT,75000.0
41,4,HEFT,75000.0
42,4,HEFT,75000.0
43,4,HEFT,75000.0
44,4,HEFT,75000.0
45,4,HEFT,75000.0
46,4,HEFT,75000.0
47,4,HEFT,75000.0
48,4,HEFT,75000.0
49,4,HEFT,75000.0
50,4,HEFT,75000.0
51,4,HEFT,75000.0
52,4,HEFT,75000.0
53,4,HEFT,75000.0
54,4,HEFT,75000.0
55,4,HEFT,75000.0
56,4,HEFT,75000.0
57,4,HEFT,75000.0
58,4,HEFT,75000.0
59,4,HEFT,75000.0
60,4,HEFT,75000.0
61,4,HEFT,75000.0
62,4,HEFT,75000.0
63,4,HEFT,75000.0
64,4,HEFT,75000.0
65,4,HEFT,75000.0
66,4,HEFT,75000.0
67,4,HEFT,75000.0
68,4,HEFT,75000.0
69,4,HEFT,75000.0
70,4,HEFT,75000.0
71,4,HEFT,75000.0
72,4,HEFT,75000.0
73,4,HEFT,75000.0
74,4,HEFT,75000.0
75,4,HEFT,75000.0
76,4,HEFT,75000.0
77,4,HEFT,75000.0
78,4,HEFT,75000.0
79,4,HEFT,75000.0
80,4,HEFT,75000.0
81,4,HEFT,75000.0
82,4,HEFT,75000.0
83,4,HEFT,75000.0
84,4,HEFT,75000.0
85,4,HEFT,75000.0
86,4,HEFT,75000.0
87,4,HEFT,75000.0
88,4,HEFT,75000.0
89,4,HEFT,75000.0
90,4,HEFT,75000.0
91,4,HEFT,75000.0
92,4,HEFT,75000.0
93,4,HEFT,75000.0
94,4,HEFT,75000.0
95,4,HEFT,75000.0
96,4,HEFT,75000.0
97,4,HEFT,75000.0
98,4,HEFT,75000.0
99,4,HEFT,75000.0
100,4,HEFT,75000.0
101,4,HEFT,75000.0
102,4,HEFT,75000.0
103,4,HEFT,75000.0
104,4,HEFT,75000.0
105,4,HEFT,75000.0
106,4,HEFT,75000.0
107,4,HEFT,75000.0
108,4,HEFT,75000.0
