size,planner,makespan
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
8,HEFT,1007482.4283496892
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
16,HEFT,506066.01916112256
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
32,HEFT,253113.21507051337
