,size,planner,makespan,reactive,expected,mpn_snt,rect_snt
0,4,HEFT,83632.36187551905,82295.02555423175,83632.36187551905,0.0,-1337.3363212873082
1,4,HEFT,90344.51416371607,90344.51416371607,83632.36187551905,6712.15228819703,6712.15228819703
2,4,HEFT,83632.36187551905,74045.81377261416,83632.36187551905,0.0,-9586.548102904897
3,4,HEFT,86416.4527951453,86416.4527951453,83632.36187551905,2784.0909196262514,2784.0909196262514
4,4,HEFT,83632.36187551905,79235.83073084857,83632.36187551905,0.0,-4396.531144670487
5,4,HEFT,91650.28312899751,91650.28312899751,83632.36187551905,8017.921253478476,8017.921253478476
6,4,HEFT,83632.36187551905,76665.88977617121,83632.36187551905,0.0,-6966.4720993478395
7,4,HEFT,84014.07707760512,84014.07707760512,83632.36187551905,381.71520208606665,381.71520208606665
8,4,HEFT,86543.29492137181,86543.29492137181,83632.36187551905,2910.933045852755,2910.933045852755
9,4,HEFT,86351.79746757401,86351.79746757401,83632.36187551905,2719.435592054957,2719.435592054957
10,4,HEFT,83632.36187551905,81439.93818861147,83632.36187551905,0.0,-2192.423686907597
11,4,HEFT,92827.00533546065,92827.00533546065,83632.36187551905,9194.643459941595,9194.643459941595
12,4,HEFT,85407.39001437313,85407.39001437313,83632.36187551905,1775.0281388540607,1775.0281388540607
13,4,HEFT,99415.10216267616,99415.10216267616,83632.36187551905,15782.740287157098,15782.740287157098
14,4,HEFT,87160.56280068372,87160.56280068372,83632.36187551905,3528.200925164667,3528.200925164667
15,4,HEFT,92628.36731408373,92628.36731408373,83632.36187551905,8996.00543856468,8996.00543856468
16,4,HEFT,91275.62677871944,91275.62677871944,83632.36187551905,7643.2649032003965,7643.2649032003965
17,4,HEFT,83632.36187551905,81728.43145909022,83632.36187551905,0.0,-1903.9304164288333
18,4,HEFT,87872.26702601174,87872.26702601174,83632.36187551905,4239.90515049269,4239.90515049269
19,4,HEFT,111150.86416149586,111150.86416149586,83632.36187551905,27518.502285976807,27518.502285976807
20,4,HEFT,90472.90319369736,90472.90319369736,83632.36187551905,6840.541318178293,6840.541318178293
21,4,HEFT,83632.36187551905,83127.68200987298,83632.36187551905,0.0,-504.67986564607423
22,4,HEFT,92680.93454239493,92680.93454239493,83632.36187551905,9048.57266687587,9048.57266687587
23,4,HEFT,84841.13511720361,84841.13511720361,83632.36187551905,1208.7732416845536,1208.7732416845536
24,4,HEFT,83632.36187551905,81384.8050334967,83632.36187551905,0.0,-2247.5568420223567
25,4,HEFT,90212.11764494881,90212.11764494881,83632.36187551905,6579.755769429742,6579.755769429742
26,4,HEFT,86459.54786094447,86459.54786094447,83632.36187551905,2827.1859854254144,2827.1859854254144
27,4,HEFT,87925.30805802728,87925.30805802728,83632.36187551905,4292.946182508211,4292.946182508211
28,4,HEFT,83632.36187551905,83403.90137903954,83632.36187551905,0.0,-228.46049647951438
29,4,HEFT,83632.36187551905,79427.96964230317,83632.36187551905,0.0,-4204.392233215898
30,4,HEFT,94224.43749139203,94224.43749139203,83632.36187551905,10592.075615872978,10592.075615872978
31,4,HEFT,89347.22111924972,89347.22111924972,83632.36187551905,5714.85924373068,5714.85924373068
32,4,HEFT,86216.36572853071,86216.36572853071,83632.36187551905,2584.003853011658,2584.003853011658
33,4,HEFT,84447.87655941269,84447.87655941269,83632.36187551905,815.5146838936344,815.5146838936344
