size,planner,makespan,reactive,expected,mpn_snt,rect_snt
4,HEFT,19377679.774201654,19377679.774201654,19200000.0,177679.7742016539,177679.7742016539
4,HEFT,19469371.139670476,19463071.18456297,19200000.0,269371.1396704726,263071.18456296995
4,HEFT,19412278.36014701,19408805.12195189,19200000.0,212278.3601470105,208805.12195188552
4,HEFT,19403589.808786385,19396013.184905346,19200000.0,203589.8087863848,196013.18490534648
4,HEFT,19355483.687177587,19334348.786474127,19200000.0,155483.6871775873,134348.78647412732
4,HEFT,19440331.385867506,19392945.29457008,19200000.0,240331.3858675063,192945.29457007718
4,HEFT,19364454.22942975,19356432.63882592,19200000.0,164454.22942975163,156432.63882591948
4,HEFT,19335217.24585494,19329468.62012546,19200000.0,135217.24585494027,129468.62012546134
4,HEFT,19289275.89277552,19232761.320844185,19200000.0,89275.89277551696,32761.32084418461
4,HEFT,19353518.328773044,19350547.931916665,19200000.0,153518.32877304405,150547.9319166653
4,HEFT,19397919.74600076,19320963.894623823,19200000.0,197919.74600075558,120963.89462382346
4,HEFT,19363011.960341398,19363011.960341398,19200000.0,163011.9603414014,163011.9603414014
4,HEFT,19341148.208561696,19330431.614710875,19200000.0,141148.20856169608,130431.61471087484
4,HEFT,19361314.141169466,19350620.13398038,19200000.0,161314.14116946235,150620.1339803785
4,HEFT,19350279.620480437,19347440.47093293,19200000.0,150279.6204804331,147440.4709329307
4,HEFT,19372545.80836557,19340255.257649608,19200000.0,172545.80836556852,140255.25764960796
4,HEFT,19481907.67805536,19481907.67805536,19200000.0,281907.6780553609,281907.6780553609
4,HEFT,19429410.580408506,19380110.870630026,19200000.0,229410.5804085061,180110.87063002214
4,HEFT,19511501.51118616,19508777.83836937,19200000.0,311501.5111861564,308777.8383693695
4,HEFT,19389951.093958747,19382692.515899025,19200000.0,189951.0939587429,182692.51589902487
4,HEFT,19375995.583085068,19357811.409253746,19200000.0,175995.58308506754,157811.40925374255
4,HEFT,19448300.44853011,19448300.44853011,19200000.0,248300.44853011143,248300.44853011143
4,HEFT,19456551.74709987,19455861.692255776,19200000.0,256551.7470998689,255861.6922557764
4,HEFT,19340454.51404333,19317311.430835146,19200000.0,140454.51404333115,117311.43083514273
4,HEFT,19442487.759441834,19421031.648409106,19200000.0,242487.75944183394,221031.64840910587
4,HEFT,19367648.5412637,19346402.851526845,19200000.0,167648.54126369953,146402.85152684525
4,HEFT,19368871.34744884,19336426.41311024,19200000.0,168871.34744884074,136426.41311023757
4,HEFT,19358966.793893013,19339104.66462567,19200000.0,158966.79389301687,139104.66462567073
4,HEFT,19433209.01586276,19431865.57655404,19200000.0,233209.01586275923,231865.57655404136
4,HEFT,19355066.144428644,19353082.152423125,19200000.0,155066.14442864433,153082.15242312476
4,HEFT,19275510.88429892,19255819.12760703,19200000.0,75510.88429892063,55819.12760702894
4,HEFT,19490082.515602406,19454689.189113174,19200000.0,290082.5156024061,254689.18911317363
4,HEFT,19412157.254369345,19409204.934847705,19200000.0,212157.25436934453,209204.93484770507
4,HEFT,19439796.526260152,19439796.526260152,19200000.0,239796.5262601525,239796.5262601525
4,HEFT,19331060.179322544,19327338.48315091,19200000.0,131060.17932254447,127338.4831509106
4,HEFT,19352217.550521586,19349695.5775238,19200000.0,152217.5505215861,149695.57752379775
4,HEFT,19365670.01144626,19349277.939141102,19200000.0,165670.01144625992,149277.9391410984
4,HEFT,19316091.96909742,19287146.25919444,19200000.0,116091.96909742054,87146.25919443741
4,HEFT,19374533.689263716,19347993.563699394,19200000.0,174533.6892637126,147993.56369939446
4,HEFT,19357916.318233903,19316378.02790949,19200000.0,157916.3182339035,116378.02790949494
4,HEFT,19408343.32476385,19397857.096560746,19200000.0,208343.32476384935,197857.0965607427
4,HEFT,19351134.775581576,19338484.54535991,19200000.0,151134.77558157593,138484.54535990953
4,HEFT,19364758.441039324,19301379.482220113,19200000.0,164758.4410393238,101379.48222011328
4,HEFT,19352516.783174813,19346621.56975866,19200000.0,152516.7831748128,146621.5697586611
4,HEFT,19498128.54523995,19472462.24409936,19200000.0,298128.54523995146,272462.24409936
4,HEFT,19323588.24018658,19306498.14099371,19200000.0,123588.24018657953,106498.14099371061
4,HEFT,19361629.98765724,19356414.24882027,19200000.0,161629.9876572378,156414.24882027134
4,HEFT,19431706.293619506,19400006.85377205,19200000.0,231706.2936195061,200006.85377205163
4,HEFT,19379260.671174567,19358942.0021448,19200000.0,179260.6711745672,158942.00214479867
4,HEFT,19425492.732977595,19410319.707040608,19200000.0,225492.7329775952,210319.70704060796
4,HEFT,19360311.296108287,19360311.296108287,19200000.0,160311.29610828686,160311.29610828686
4,HEFT,19369819.48384364,19340565.34748344,19200000.0,169819.4838436395,140565.34748344126
4,HEFT,19373651.562070645,19349361.80682272,19200000.0,173651.5620706454,149361.80682272092
4,HEFT,19326983.86103969,19296804.729745127,19200000.0,126983.86103969069,96804.72974512726
4,HEFT,19382989.751684073,19382989.751684073,19200000.0,182989.75168407336,182989.75168407336
4,HEFT,19437054.33401172,19437054.33401172,19200000.0,237054.33401172239,237054.33401172239
4,HEFT,19326881.262969714,19317341.31567542,19200000.0,126881.26296971366,117341.31567541882
4,HEFT,19351538.205554426,19339705.094965044,19200000.0,151538.20555442572,139705.0949650444
4,HEFT,19353672.05598922,19320048.834138226,19200000.0,153672.05598922074,120048.83413822205
4,HEFT,19403649.736066435,19378488.06795868,19200000.0,203649.73606643453,178488.06795867905
4,HEFT,19389456.34240006,19384884.999046072,19200000.0,189456.3424000591,184884.9990460724
4,HEFT,19403010.207465548,19391558.170189768,19200000.0,203010.2074655481,191558.17018976808
4,HEFT,19443812.63934447,19400213.03706663,19200000.0,243812.6393444687,200213.03706663105
4,HEFT,19361527.13534625,19356283.07158724,19200000.0,161527.13534624875,156283.07158724222
4,HEFT,19364719.793825254,19364719.793825254,19200000.0,164719.79382525384,164719.79382525384
4,HEFT,19327433.84602277,19293392.541325588,19200000.0,127433.84602276981,93392.54132558778
4,HEFT,19398224.355533905,19298375.62077309,19200000.0,198224.3555339053,98375.6207730882
4,HEFT,19551578.51770515,19526383.455228373,19200000.0,351578.51770514995,326383.4552283734
4,HEFT,19338000.574921973,19331898.15229392,19200000.0,138000.57492197305,131898.1522939168
4,HEFT,19346440.009789016,19319018.28397668,19200000.0,146440.0097890161,119018.28397668153
4,HEFT,19274880.60596988,19226627.78340077,19200000.0,74880.60596987605,26627.783400770277
4,HEFT,19426530.51150011,19423274.894686915,19200000.0,226530.511500109,223274.89468691495
4,HEFT,19427173.39970753,19405110.708137464,19200000.0,227173.3997075297,205110.70813746375
4,HEFT,19430674.26780957,19430674.26780957,19200000.0,230674.26780956984,230674.26780956984
4,HEFT,19366834.47591947,19366834.47591947,19200000.0,166834.4759194702,166834.4759194702
4,HEFT,19341973.11891958,19291234.32386261,19200000.0,141973.11891958115,91234.32386261225
4,HEFT,19420235.64724818,19381829.308005944,19200000.0,220235.64724817872,181829.3080059439
4,HEFT,19413941.619046707,19413941.619046707,19200000.0,213941.61904670298,213941.61904670298
4,HEFT,19368850.270422865,19353278.117078464,19200000.0,168850.2704228647,153278.11707846448
4,HEFT,19382690.55648805,19376302.03169666,19200000.0,182690.55648805198,176302.03169665858
4,HEFT,19348129.94074021,19277038.667906456,19200000.0,148129.94074020907,77038.66790645571
4,HEFT,19319637.709396694,19312335.09837492,19200000.0,119637.70939669758,112335.09837492184
4,HEFT,19384252.326912675,19384252.326912675,19200000.0,184252.32691267505,184252.32691267505
4,HEFT,19371472.31241245,19368461.68250176,19200000.0,171472.31241245195,168461.68250175565
4,HEFT,19324611.322914205,19285494.64439916,19200000.0,124611.32291420546,85494.64439916237
4,HEFT,19348266.904030398,19327727.002674934,19200000.0,148266.90403040126,127727.00267493725
4,HEFT,19435849.025380187,19435849.025380187,19200000.0,235849.02538018677,235849.02538018677
4,HEFT,19339618.40445257,19324898.916953765,19200000.0,139618.40445256975,124898.91695376484
4,HEFT,19376869.21968505,19350730.91173273,19200000.0,176869.2196850516,150730.91173272952
4,HEFT,19432605.453242376,19422091.047063533,19200000.0,232605.45324237645,222091.04706353322
4,HEFT,19336330.931586687,19332355.17783616,19200000.0,136330.93158668652,132355.1778361611
4,HEFT,19423281.249255247,19419524.05169377,19200000.0,223281.24925524739,219524.05169377482
4,HEFT,19316968.78578844,19296918.138417996,19200000.0,116968.7857884392,96918.13841799274
