size,planner,makespan
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
4,HEFT,19244565.031922005
