,size,planner,makespan
0,4,HEFT,9717.15964013397
1,4,HEFT,9717.15964013397
2,4,HEFT,9717.15964013397
3,4,HEFT,9717.15964013397
4,4,HEFT,9717.15964013397
5,4,HEFT,9717.15964013397
6,4,HEFT,9717.15964013397
7,4,HEFT,9717.15964013397
8,4,HEFT,9717.15964013397
9,4,HEFT,9717.15964013397
10,4,HEFT,9717.15964013397
11,4,HEFT,9717.15964013397
12,4,HEFT,9717.15964013397
13,4,HEFT,9717.15964013397
14,4,HEFT,9717.15964013397
15,4,HEFT,9717.15964013397
16,4,HEFT,9717.15964013397
17,4,HEFT,9717.15964013397
18,4,HEFT,9717.15964013397
19,4,HEFT,9717.15964013397
20,4,HEFT,9717.15964013397
21,4,HEFT,9717.15964013397
22,4,HEFT,9717.15964013397
23,4,HEFT,9717.15964013397
24,4,HEFT,9717.15964013397
25,4,HEFT,9717.15964013397
26,4,HEFT,9717.15964013397
27,4,HEFT,9717.15964013397
28,4,HEFT,9717.15964013397
29,4,HEFT,9717.15964013397
30,4,HEFT,9717.15964013397
31,4,HEFT,9717.15964013397
32,4,HEFT,9717.15964013397
33,4,HEFT,9717.15964013397
34,4,HEFT,9717.15964013397
35,4,HEFT,9717.15964013397
36,4,HEFT,9717.15964013397
37,4,HEFT,9717.15964013397
38,4,HEFT,9717.15964013397
39,4,HEFT,9717.15964013397
40,4,HEFT,9717.15964013397
41,4,HEFT,9717.15964013397
42,4,HEFT,9717.15964013397
43,4,HEFT,9717.15964013397
44,4,HEFT,9717.15964013397
45,4,HEFT,9717.15964013397
46,4,HEFT,9717.15964013397
47,4,HEFT,9717.15964013397
48,4,HEFT,9717.15964013397
49,4,HEFT,9717.15964013397
50,4,HEFT,9717.15964013397
51,4,HEFT,9717.15964013397
52,4,HEFT,9717.15964013397
53,4,HEFT,9717.15964013397
54,4,HEFT,9717.15964013397
55,4,HEFT,9717.15964013397
56,4,HEFT,9717.15964013397
57,4,HEFT,9717.15964013397
58,4,HEFT,9717.15964013397
59,4,HEFT,9717.15964013397
60,4,HEFT,9717.15964013397
61,4,HEFT,9717.15964013397
62,4,HEFT,9717.15964013397
63,4,HEFT,9717.15964013397
64,4,HEFT,9717.15964013397
65,4,HEFT,9717.15964013397
66,4,HEFT,9717.15964013397
67,4,HEFT,9717.15964013397
68,4,HEFT,9717.15964013397
69,4,HEFT,9717.15964013397
70,4,HEFT,9717.15964013397
71,4,HEFT,9717.15964013397
72,4,HEFT,9717.15964013397
73,4,HEFT,9717.15964013397
74,4,HEFT,9717.15964013397
75,4,HEFT,9717.15964013397
76,4,HEFT,9717.15964013397
77,4,HEFT,9717.15964013397
78,4,HEFT,9717.15964013397
79,4,HEFT,9717.15964013397
80,4,HEFT,9717.15964013397
81,4,HEFT,9717.15964013397
82,4,HEFT,9717.15964013397
83,4,HEFT,9717.15964013397
84,4,HEFT,9717.15964013397
85,4,HEFT,9717.15964013397
86,4,HEFT,9717.15964013397
87,4,HEFT,9717.15964013397
88,4,HEFT,9717.15964013397
89,4,HEFT,9717.15964013397
90,4,HEFT,9717.15964013397
91,4,HEFT,9717.15964013397
92,4,HEFT,9717.15964013397
93,4,HEFT,9717.15964013397
94,4,HEFT,9717.15964013397
95,4,HEFT,9717.15964013397
96,4,HEFT,9717.15964013397
97,4,HEFT,9717.15964013397
98,4,HEFT,9717.15964013397
99,4,HEFT,9717.15964013397
100,8,HEFT,19892.58189493126
101,8,HEFT,19892.58189493126
102,8,HEFT,19892.58189493126
103,8,HEFT,19892.58189493126
104,8,HEFT,19892.58189493126
105,8,HEFT,19892.58189493126
106,8,HEFT,19892.58189493126
107,8,HEFT,19892.58189493126
108,8,HEFT,19892.58189493126
109,8,HEFT,19892.58189493126
110,8,HEFT,19892.58189493126
111,8,HEFT,19892.58189493126
112,8,HEFT,19892.58189493126
113,8,HEFT,19892.58189493126
114,8,HEFT,19892.58189493126
115,8,HEFT,19892.58189493126
116,8,HEFT,19892.58189493126
117,8,HEFT,19892.58189493126
118,8,HEFT,19892.58189493126
119,8,HEFT,19892.58189493126
120,8,HEFT,19892.58189493126
121,8,HEFT,19892.58189493126
122,8,HEFT,19892.58189493126
123,8,HEFT,19892.58189493126
124,8,HEFT,19892.58189493126
125,8,HEFT,19892.58189493126
126,8,HEFT,19892.58189493126
127,8,HEFT,19892.58189493126
128,8,HEFT,19892.58189493126
129,8,HEFT,19892.58189493126
130,8,HEFT,19892.58189493126
131,8,HEFT,19892.58189493126
132,8,HEFT,19892.58189493126
133,8,HEFT,19892.58189493126
134,8,HEFT,19892.58189493126
135,8,HEFT,19892.58189493126
136,8,HEFT,19892.58189493126
137,8,HEFT,19892.58189493126
138,8,HEFT,19892.58189493126
139,8,HEFT,19892.58189493126
140,8,HEFT,19892.58189493126
141,8,HEFT,19892.58189493126
142,8,HEFT,19892.58189493126
143,8,HEFT,19892.58189493126
144,8,HEFT,19892.58189493126
145,8,HEFT,19892.58189493126
146,8,HEFT,19892.58189493126
147,8,HEFT,19892.58189493126
148,8,HEFT,19892.58189493126
149,8,HEFT,19892.58189493126
150,8,HEFT,19892.58189493126
151,8,HEFT,19892.58189493126
152,8,HEFT,19892.58189493126
153,8,HEFT,19892.58189493126
154,8,HEFT,19892.58189493126
155,8,HEFT,19892.58189493126
156,8,HEFT,19892.58189493126
157,8,HEFT,19892.58189493126
158,8,HEFT,19892.58189493126
159,8,HEFT,19892.58189493126
160,8,HEFT,19892.58189493126
161,8,HEFT,19892.58189493126
162,8,HEFT,19892.58189493126
163,8,HEFT,19892.58189493126
164,8,HEFT,19892.58189493126
165,8,HEFT,19892.58189493126
166,8,HEFT,19892.58189493126
167,8,HEFT,19892.58189493126
168,8,HEFT,19892.58189493126
169,8,HEFT,19892.58189493126
170,8,HEFT,19892.58189493126
171,8,HEFT,19892.58189493126
172,8,HEFT,19892.58189493126
173,8,HEFT,19892.58189493126
174,8,HEFT,19892.58189493126
175,8,HEFT,19892.58189493126
176,8,HEFT,19892.58189493126
177,8,HEFT,19892.58189493126
178,8,HEFT,19892.58189493126
179,8,HEFT,19892.58189493126
180,8,HEFT,19892.58189493126
181,8,HEFT,19892.58189493126
182,8,HEFT,19892.58189493126
183,8,HEFT,19892.58189493126
184,8,HEFT,19892.58189493126
185,8,HEFT,19892.58189493126
186,8,HEFT,19892.58189493126
187,8,HEFT,19892.58189493126
188,8,HEFT,19892.58189493126
189,8,HEFT,19892.58189493126
190,8,HEFT,19892.58189493126
191,8,HEFT,19892.58189493126
192,8,HEFT,19892.58189493126
193,8,HEFT,19892.58189493126
194,8,HEFT,19892.58189493126
195,8,HEFT,19892.58189493126
196,8,HEFT,19892.58189493126
197,8,HEFT,19892.58189493126
198,8,HEFT,19892.58189493126
199,8,HEFT,19892.58189493126
200,16,HEFT,35650.892893570985
201,16,HEFT,35650.892893570985
202,16,HEFT,35650.892893570985
203,16,HEFT,35650.892893570985
204,16,HEFT,35650.892893570985
205,16,HEFT,35650.892893570985
206,16,HEFT,35650.892893570985
207,16,HEFT,35650.892893570985
208,16,HEFT,35650.892893570985
209,16,HEFT,35650.892893570985
210,16,HEFT,35650.892893570985
211,16,HEFT,35650.892893570985
212,16,HEFT,35650.892893570985
213,16,HEFT,35650.892893570985
214,16,HEFT,35650.892893570985
215,16,HEFT,35650.892893570985
216,16,HEFT,35650.892893570985
217,16,HEFT,35650.892893570985
218,16,HEFT,35650.892893570985
219,16,HEFT,35650.892893570985
220,16,HEFT,35650.892893570985
221,16,HEFT,35650.892893570985
222,16,HEFT,35650.892893570985
223,16,HEFT,35650.892893570985
224,16,HEFT,35650.892893570985
225,16,HEFT,35650.892893570985
226,16,HEFT,35650.892893570985
227,16,HEFT,35650.892893570985
228,16,HEFT,35650.892893570985
229,16,HEFT,35650.892893570985
230,16,HEFT,35650.892893570985
231,16,HEFT,35650.892893570985
232,16,HEFT,35650.892893570985
233,16,HEFT,35650.892893570985
234,16,HEFT,35650.892893570985
235,16,HEFT,35650.892893570985
236,16,HEFT,35650.892893570985
237,16,HEFT,35650.892893570985
238,16,HEFT,35650.892893570985
239,16,HEFT,35650.892893570985
240,16,HEFT,35650.892893570985
241,16,HEFT,35650.892893570985
242,16,HEFT,35650.892893570985
243,16,HEFT,35650.892893570985
244,16,HEFT,35650.892893570985
245,16,HEFT,35650.892893570985
246,16,HEFT,35650.892893570985
247,16,HEFT,35650.892893570985
248,16,HEFT,35650.892893570985
249,16,HEFT,35650.892893570985
250,16,HEFT,35650.892893570985
251,16,HEFT,35650.892893570985
252,16,HEFT,35650.892893570985
253,16,HEFT,35650.892893570985
254,16,HEFT,35650.892893570985
255,16,HEFT,35650.892893570985
256,16,HEFT,35650.892893570985
257,16,HEFT,35650.892893570985
258,16,HEFT,35650.892893570985
259,16,HEFT,35650.892893570985
260,16,HEFT,35650.892893570985
261,16,HEFT,35650.892893570985
262,16,HEFT,35650.892893570985
263,16,HEFT,35650.892893570985
264,16,HEFT,35650.892893570985
265,16,HEFT,35650.892893570985
266,16,HEFT,35650.892893570985
267,16,HEFT,35650.892893570985
268,16,HEFT,35650.892893570985
269,16,HEFT,35650.892893570985
270,16,HEFT,35650.892893570985
271,16,HEFT,35650.892893570985
272,16,HEFT,35650.892893570985
273,16,HEFT,35650.892893570985
