,size,planner,makespan,reactive,expected,mpn_snt,rect_snt
1160,16,HEFT,310911.2708032804,310911.2708032804,300000.0,10911.270803280408,10911.270803280408
1161,16,HEFT,312412.7990913301,312412.7990913301,300000.0,12412.799091330091,12412.799091330091
1162,16,HEFT,326141.3783713261,326141.3783713261,300000.0,26141.378371326136,26141.378371326136
1163,16,HEFT,309152.8611730685,307931.9347823317,300000.0,9152.861173068522,7931.934782331693
1164,16,HEFT,318178.1337143811,318178.1337143811,300000.0,18178.13371438108,18178.13371438108
1165,16,HEFT,305507.8120676721,305507.8120676721,300000.0,5507.812067672145,5507.812067672145
1166,16,HEFT,311007.1973800384,305448.2053606378,300000.0,11007.197380038386,5448.205360637803
1167,16,HEFT,318071.6606262327,318071.6606262327,300000.0,18071.660626232682,18071.660626232682
1168,16,HEFT,322209.4710748225,322209.4710748225,300000.0,22209.471074822475,22209.471074822475
1169,16,HEFT,314397.8578349648,314397.8578349648,300000.0,14397.857834964758,14397.857834964758
1170,16,HEFT,326707.3242951344,326707.3242951344,300000.0,26707.3242951344,26707.3242951344
1171,16,HEFT,308337.42669157346,308337.42669157346,300000.0,8337.426691573462,8337.426691573462
1172,16,HEFT,316943.2218756904,316943.2218756904,300000.0,16943.22187569039,16943.22187569039
1173,16,HEFT,305426.0329122577,301169.2760623297,300000.0,5426.032912257768,1169.2760623297072
1174,16,HEFT,321162.09610479616,321162.09610479616,300000.0,21162.09610479616,21162.09610479616
1175,16,HEFT,306104.244552537,305912.8941369977,300000.0,6104.244552536984,5912.894136997755
1176,16,HEFT,317792.2949215675,308528.2863756203,300000.0,17792.29492156743,8528.286375620286
1177,16,HEFT,311954.77066160244,311954.77066160244,300000.0,11954.770661602437,11954.770661602437
1178,16,HEFT,310368.43838321546,307202.5153964173,300000.0,10368.438383215456,7202.515396417351
1179,16,HEFT,308727.2832865569,303707.93882240576,300000.0,8727.283286556949,3707.9388224057616
1180,16,HEFT,321668.41846151673,319603.95110535965,300000.0,21668.41846151673,19603.95110535965
1181,16,HEFT,307277.7908131305,304577.7611870761,300000.0,7277.7908131305,4577.761187076103
1182,16,HEFT,314425.0705730965,314425.0705730965,300000.0,14425.070573096511,14425.070573096511
1183,16,HEFT,310372.8036057809,306955.0783478365,300000.0,10372.80360578088,6955.078347836505
1184,16,HEFT,309861.7953351925,308689.107753888,300000.0,9861.795335192524,8689.107753888005
1185,16,HEFT,322510.7700453828,321174.17020965205,300000.0,22510.770045382782,21174.17020965205
1186,16,HEFT,317549.87891196954,317549.87891196954,300000.0,17549.878911969543,17549.878911969543
1187,16,HEFT,315735.31885613746,313821.1402194077,300000.0,15735.318856137455,13821.140219407736
1188,16,HEFT,308782.63167245605,307039.60833270306,300000.0,8782.631672456046,7039.608332703123
1189,16,HEFT,311774.9548259941,311742.42507064325,300000.0,11774.954825994153,11742.42507064325
1190,16,HEFT,311226.7821869255,311226.7821869255,300000.0,11226.782186925471,11226.782186925471
1191,16,HEFT,307792.5689065864,307792.5689065864,300000.0,7792.568906586384,7792.568906586384
1192,16,HEFT,309815.76978238113,305824.5323399019,300000.0,9815.769782381132,5824.532339901896
1193,16,HEFT,309572.46328619967,309313.7980574646,300000.0,9572.463286199723,9313.798057464592
1194,16,HEFT,318217.7899466071,318217.7899466071,300000.0,18217.78994660708,18217.78994660708
1195,16,HEFT,308516.9103902951,305927.3803294798,300000.0,8516.910390295088,5927.380329479814
1196,16,HEFT,315574.0871885734,315574.0871885734,300000.0,15574.087188573381,15574.087188573381
1197,16,HEFT,310493.1319349812,310493.1319349812,300000.0,10493.131934981213,10493.131934981213
1198,16,HEFT,305260.14655062696,305260.14655062696,300000.0,5260.146550626961,5260.146550626961
1199,16,HEFT,306514.39248375164,306514.39248375164,300000.0,6514.39248375164,6514.39248375164
1200,16,HEFT,314852.16252504627,309633.3480062799,300000.0,14852.162525046326,9633.348006279906
1201,16,HEFT,313419.5155275665,313419.5155275665,300000.0,13419.515527566487,13419.515527566487
1202,16,HEFT,319536.59305148036,319536.59305148036,300000.0,19536.59305148036,19536.59305148036
1203,16,HEFT,311997.0036314181,311997.0036314181,300000.0,11997.003631418103,11997.003631418103
1204,16,HEFT,321081.83544943377,321081.83544943377,300000.0,21081.83544943377,21081.83544943377
1205,16,HEFT,325558.70330163103,325558.70330163103,300000.0,25558.70330163103,25558.70330163103
1206,16,HEFT,334439.3354007741,334439.3354007741,300000.0,34439.335400774085,34439.335400774085
1207,16,HEFT,307988.54990146647,301937.27074687753,300000.0,7988.549901466467,1937.2707468775332
1208,16,HEFT,302609.0518262073,297212.4279152205,300000.0,2609.0518262072587,-2787.572084779502
1209,16,HEFT,310450.44286772487,310450.44286772487,300000.0,10450.442867724923,10450.442867724923
1210,16,HEFT,309380.82620084024,309380.82620084024,300000.0,9380.826200840238,9380.826200840238
