description,id,num_oper
,1.0,68058.32930703841
,2.0,76254.76555108582
,3.0,83632.36187551905
,4.0,76818.03491483296
,5.0,78412.03891870468
,6.0,78145.05505358549
,7.0,73518.19980830226
,8.0,87621.97488192531
,9.0,65269.95457240535
,10.0,78539.09035474077
,11.0,75443.8993811222
,12.0,80185.96479352594
,13.0,81952.94636593846
,14.0,73420.21037455385
,15.0,82827.68542847516
,16.0,87376.58502646424
,17.0,69410.13000786345
,18.0,79334.91207229372
,19.0,79313.85700595379
,20.0,79495.79838896767
,21.0,81411.82762015083
,22.0,85357.78827694904
,23.0,77810.93658248367
,24.0,65970.10350647685
,25.0,80098.63670244854
,26.0,74531.2967572311
,27.0,79247.95204320576
,28.0,80286.13550344548
,29.0,65402.95500105942
,30.0,78426.95379873199
,31.0,74499.49577742162
,32.0,75104.91193526854
,33.0,74669.40115308018
,34.0,77936.00442357035
,35.0,74383.17393022486
,36.0,69655.97166445918
,37.0,70991.65827629353
,38.0,63836.15201332263
,39.0,72077.06110947343
,40.0,73556.06290067043
,41.0,73059.34321243584
,42.0,84262.09338520913
,43.0,80250.82554680403
,44.0,78414.14346486161
,45.0,75636.20803502745
,46.0,71103.41813926102
,47.0,73711.52661037598
,48.0,81525.41453227287
,49.0,69597.47635656463
,50.0,86945.29862973496
,51.0,69916.56121990827
,52.0,81848.68124683796
,53.0,69645.62443594329
,54.0,73638.4704294859
,55.0,75519.14257070026
,56.0,68618.83219869334
,57.0,72283.87886088912
,58.0,77146.05137504762
,59.0,75981.19461535028
,60.0,77139.76174905109
,61.0,74930.43070724964
,62.0,77398.42587204125
,63.0,77607.98143323633
,64.0,67922.4566469687
,65.0,80383.24223869102
,66.0,79312.82757786638
,67.0,78814.14203048365
,68.0,77686.05720246192
,69.0,76379.94257937885
,70.0,78778.3036587557
,71.0,82535.74042240146
,72.0,66042.46385484893
,73.0,86966.92414368947
,74.0,81147.66327894894
,75.0,74281.37832272156
,76.0,75189.11228336552
,77.0,70706.0060373786
,78.0,64652.51172248549
,79.0,81750.92285523428
,80.0,73594.21242601884
,81.0,65934.60297977754
,82.0,67740.91000014721
,83.0,77210.92272976709
,84.0,81613.10045827822
,85.0,66943.24311779233
,86.0,81489.31709441588
,87.0,77596.5814686175
,88.0,74763.30899781079
,89.0,74550.04286328916
,90.0,74106.99529093521
,91.0,74312.80876898838
,92.0,79264.79404809869
,93.0,84243.61993535314
,94.0,77230.1423372983
,95.0,71534.14355776452
,96.0,76724.30745365367
,97.0,81278.24284737461
,98.0,75481.501286005
,99.0,73948.44487001715
,100.0,80656.67642308031
,101.0,74741.34206381092
,102.0,80280.4306987887
,103.0,65956.972346038
,104.0,76617.15700558727
,105.0,76612.10303963443
,106.0,79009.22781314641
,107.0,76998.49315235576
,108.0,64410.892595312034
,109.0,66709.2799242363
,110.0,72673.38061247791
,111.0,66506.19836997092
,112.0,73831.99407461657
,113.0,84436.85747553692
,114.0,72673.34265832829
,115.0,86982.12422773894
,116.0,79744.17659841354
,117.0,81124.34917597451
,118.0,70384.11725781516
,119.0,72391.91985924497
,120.0,71552.57227409803
,121.0,73184.14421810949
,122.0,55750.59654753655
,123.0,64673.05146809622
,124.0,63412.58365490048
,125.0,77201.09604838915
,126.0,74464.33656146974
,127.0,74164.41113351093
,128.0,68222.52621548584
,129.0,71382.55991485411
,130.0,84048.95229272557
,131.0,79138.07553289083
,132.0,77660.44977640721
,133.0,69411.5442227746
,134.0,70309.07677215521
,135.0,72595.19537700988
,136.0,75401.21465594861
,137.0,77948.38438645819
,138.0,77522.15697633817
,139.0,72161.43156656387
,140.0,75759.89619950039
,141.0,81479.49517324005
,142.0,79343.85229508943
,143.0,81504.73922473253
,144.0,76412.52409990119
,145.0,82661.03715361022
,146.0,87475.77501376925
,147.0,72611.29235179687
,148.0,77732.37048977088
,149.0,82642.76253083366
,150.0,69517.06959003025
,151.0,73646.98904233532
,152.0,62829.24172999222
,153.0,64440.129963675325
,154.0,72504.88991228168
,155.0,79122.99072339639
,156.0,70415.15194309039
,157.0,75608.54863668916
,158.0,74174.69006234227
,159.0,74649.00071964748
,160.0,75907.25743366372
,161.0,78564.53924688218
,162.0,73892.58125080419
,163.0,74730.13184120222
,164.0,76735.87159236611
,165.0,73662.8359382748
,166.0,79502.72820524967
,167.0,78939.10741273474
,168.0,83717.32997472459
,169.0,73642.6519623347
,170.0,68452.71189980765
,171.0,82325.13327289048
,172.0,62517.72834520549
,173.0,70584.35158877254
,174.0,67900.40890259799
,175.0,72607.84309407945
,176.0,77847.40256849791
,177.0,72852.54433154424
,178.0,68351.35586435121
,179.0,70234.73962878286
,180.0,73827.93213350578
,181.0,74990.86867546763
,182.0,75845.54167065844
,183.0,75721.78409822116
,184.0,72871.38019819272
,185.0,75956.536715368
,186.0,73469.81227793393
,187.0,83307.8196789878
,188.0,88393.43513212395
,189.0,81548.08701679665
,190.0,75195.67596102638
,191.0,66828.46253568411
,192.0,74072.98546770522
,193.0,69435.23058350402
,194.0,73124.47448348749
,195.0,78649.39362130215
,196.0,75460.8759054616
,197.0,63406.91380583294
,198.0,79162.77762337224
,199.0,71532.2710432859
,200.0,60345.4394820024
,201.0,77999.26776223595
,202.0,74785.54515423378
,203.0,73167.56471143142
,204.0,74001.27265941817
,205.0,71344.1479420192
,206.0,77456.21927700451
,207.0,72995.1791089863
,208.0,78299.16865918801
,209.0,75683.03096068729
,210.0,76197.01332172668
,211.0,81259.92484380935
,212.0,73566.01021611746
,213.0,67784.05891415711
,214.0,71465.40487712577
,215.0,76567.56044513868
,216.0,66749.80227547126
,217.0,65852.4868942898
,218.0,72306.32249333669
,219.0,81235.7098313179
,220.0,71166.76176541437
,221.0,77396.70787343326
,222.0,76926.09097639169
,223.0,78368.58834247723
,224.0,69585.43494855569
,225.0,73789.7360811903
,226.0,73007.09887137321
,227.0,77938.89595185933
,228.0,65752.85997053132
,229.0,74722.15946145558
,230.0,69695.86506784173
,231.0,71532.53401460104
,232.0,75320.27877412412
,233.0,79049.44395084739
,234.0,68593.79562459844
,235.0,76421.83757737481
,236.0,70638.65969264452
,237.0,71618.07629768214
,238.0,71737.13381235985
,239.0,88555.76712791211
,240.0,75808.93800644409
,241.0,72085.4032493432
,242.0,77047.44467376702
,243.0,73304.69480741843
,244.0,75820.06060089702
,245.0,82250.69917098695
,246.0,87950.35287355629
,247.0,66888.5199227048
,248.0,77186.36012822263
,249.0,74859.6311105838
,250.0,77506.87436463629
,251.0,87564.6783337676
,252.0,69272.32718319047
,253.0,77604.76858952963
,254.0,76155.04328335464
,255.0,77737.59403138487
,256.0,70605.69786726365
,257.0,80901.39410258135
,258.0,78385.9359158629
,259.0,78504.45361359866
,260.0,70559.18540506017
,261.0,72387.41796617601
,262.0,73512.67667727057
,263.0,68044.93644593914
,264.0,69519.75300651438
,265.0,71067.16355085597
,266.0,78979.13934576737
,267.0,77340.24325907395
,268.0,73979.51385969372
,269.0,74836.17295691126
,270.0,81799.20232127563
,271.0,66782.53895370879
,272.0,64561.800942089474
,273.0,68501.97744674046
,274.0,82914.82627168231
,275.0,74893.46152907204
,276.0,63324.19394474497
,277.0,73096.4729873651
,278.0,75116.05070857688
,279.0,66225.15323577181
,280.0,76945.99876131694
,281.0,76711.5926109523
,282.0,63596.71513997048
,283.0,76307.03328253914
,284.0,81092.01771686977
,285.0,78587.20285029968
,286.0,80140.58036165332
,287.0,68501.62549872999
,288.0,78571.29465483048
,289.0,70662.96589055296
,290.0,66763.13751743113
,291.0,66225.4961074222
,292.0,76871.87433578457
,293.0,83464.43066873589
,294.0,76199.46704071687
,295.0,86478.33372845329
,296.0,69286.09323778449
,297.0,64929.341480903124
,298.0,78608.56641686856
,299.0,78444.26895282832
,300.0,69021.95563427724
,301.0,77937.55596904887
,302.0,64835.654939806926
,303.0,73621.04874523646
,304.0,82706.4595537159
,305.0,81795.47864341509
,306.0,67828.90356258585
,307.0,76129.0962466871
,308.0,64489.52826025909
,309.0,74820.61020502492
,310.0,79206.83911520499
,311.0,87797.21812653473
,312.0,70582.96857108122
,313.0,82538.53874255157
,314.0,64003.724076176935
,315.0,71630.06537183322
,316.0,82717.48149555665
,317.0,86096.97854081588
,318.0,71626.97078365582
,319.0,79402.32852352248
,320.0,66581.78392674624
,321.0,73275.36482014782
,322.0,76490.84912468382
,323.0,75850.91355372829
,324.0,90934.88630071912
,325.0,83064.89818696189
,326.0,71499.43655044223
,327.0,79312.63036719548
,328.0,71463.8957752803
,329.0,77702.93646047579
,330.0,71506.0739930737
,331.0,87190.71144989437
,332.0,71277.13783423428
,333.0,79839.15138184624
,334.0,84193.60185185207
,335.0,78968.03287308854
,336.0,70679.94509928107
,337.0,79749.30920166385
,338.0,68605.45592895859
,339.0,80496.83900508677
,340.0,78629.5329315379
,341.0,60214.14034978827
,342.0,81728.83557573054
,343.0,75832.35123042791
,344.0,79190.99416658575
,345.0,70945.91134920657
,346.0,74776.27931141312
,347.0,82666.5479823993
,348.0,77090.77570125845
,349.0,78806.78833742242
,350.0,66318.31801014527
,351.0,74341.63492265383
,352.0,75468.54885101528
,353.0,75480.25038190222
,354.0,66293.81218576897
,355.0,72197.97207533178
,356.0,76950.47982584931
,357.0,80718.28766252563
,358.0,84611.69229721428
,359.0,72549.17243268556
,360.0,66462.65483233778
,361.0,70344.00476830592
,362.0,76271.68287069291
,363.0,68665.79251862438
,364.0,75204.306676101
,365.0,85821.39402697622
,366.0,82083.35516690931
,367.0,70225.32436406764
,368.0,71663.91252213794
,369.0,79393.5246959714
,370.0,68344.65600131631
,371.0,78702.19816615508
,372.0,73471.14932425349
,373.0,80289.17609065483
,374.0,73117.98670434787
,375.0,74641.16590609009
,376.0,84232.68684390365
,377.0,75004.56880754394
,378.0,72764.5798134581
,379.0,80063.08860792533
,380.0,81651.24370552997
,381.0,68469.55719654227
,382.0,80808.39167225812
,383.0,67856.9334592311
,384.0,65443.1092651635
,385.0,67118.14045773169
,386.0,86395.30799996166
,387.0,78744.30664457279
,388.0,75522.0570186244
,389.0,65092.77018489294
,390.0,72618.12412060311
,391.0,88247.42807404988
,392.0,62948.966683048624
,393.0,73679.47103847418
,394.0,82818.05054698628
,395.0,80159.03924738184
,396.0,70820.35205511181
,397.0,78142.06588471038
,398.0,77834.38117779049
,399.0,68420.3815111823
,400.0,77897.33296963511
,401.0,76708.7221322702
,402.0,75261.22894504973
,403.0,67374.72129291229
,404.0,72248.11733942374
,405.0,76236.79028811559
,406.0,76269.36198985191
,407.0,74853.27665575841
,408.0,75565.20260705313
,409.0,77651.28583821558
,410.0,86460.35300750751
,411.0,75831.70965641366
,412.0,78293.44124516683
,413.0,72489.19573190236
,414.0,67861.18872073879
,415.0,85329.67648594381
,416.0,66263.21937843117
,417.0,84472.87067601454
,418.0,89704.67852934678
,419.0,78733.79635246989
,420.0,82345.22852559916
,421.0,79430.61286943364
,422.0,80874.82670076692
,423.0,73884.46828416781
,424.0,88181.08810373324
,425.0,80407.59189781873
,426.0,79181.60180860758
,427.0,70277.25318590415
,428.0,74288.65588349487
,429.0,70835.95396714308
,430.0,86923.35123551702
,431.0,86271.50056216822
,432.0,76815.87525833989
,433.0,64484.56884734129
,434.0,72928.42742251966
,435.0,68313.86451648388
,436.0,63742.858463327335
,437.0,66969.70715860976
,438.0,72140.2556032441
,439.0,77449.93446611654
,440.0,81364.66026146711
,441.0,81789.05809419308
,442.0,70294.89330364617
,443.0,68422.19801732169
,444.0,80094.51995353018
,445.0,71080.63685643715
,446.0,71229.92988151309
,447.0,80723.95373576798
,448.0,77749.00311987894
,449.0,70557.71491761497
,450.0,83163.2252275807
,451.0,80216.29021494115
,452.0,63456.63655139532
,453.0,74803.09473785403
,454.0,84704.98005036272
,455.0,75668.96871943452
,456.0,84469.96467370697
,457.0,81992.40747096392
,458.0,68534.43089083611
,459.0,71981.0363037273
,460.0,62408.406800751276
,461.0,75864.49846312369
,462.0,75281.0012641693
,463.0,82846.23722412244
,464.0,84985.1319502805
,465.0,71107.8088892016
,466.0,75030.43429536952
,467.0,83679.52518996
,468.0,73700.50869259992
,469.0,64126.421144016276
,470.0,76379.45159985923
,471.0,76205.3715391676
,472.0,72342.72305475135
,473.0,76480.96510643781
,474.0,79752.10031874594
,475.0,82290.79155053562
,476.0,68550.57968981202
,477.0,77482.29834921067
,478.0,82342.01073627606
,479.0,76173.37145617075
,480.0,75729.0626778698
,481.0,66586.59103910552
,482.0,77284.429452563
,483.0,70572.79413419167
,484.0,65645.88329213475
,485.0,77984.9304384075
,486.0,75252.70333037242
,487.0,77277.73672542206
,488.0,80331.57694005212
,489.0,77977.08584480223
,490.0,77053.62134288781
,491.0,78967.60159632901
,492.0,72186.90060980631
,493.0,75172.10287712677
,494.0,88270.49358006867
,495.0,80625.37535494081
,496.0,77246.85423032241
,497.0,67488.83063296355
,498.0,79474.33354608188
,499.0,74067.17411351895
,500.0,80406.38734799973
,501.0,88182.06699879264
,502.0,72734.17979544048
,503.0,68891.29174794868
,504.0,76387.22477450616
,505.0,82175.75687671646
,506.0,64465.25092536714
,507.0,67854.33229813121
,508.0,74091.57995955153
,509.0,66104.51764851357
,510.0,87342.51048947418
,511.0,74899.63564497839
,512.0,72160.44604812923
,513.0,75511.38228013871
,514.0,73318.3482052437
,515.0,70287.69340493981
,516.0,70433.30206393014
,517.0,72397.7152839872
,518.0,77053.2046907425
,519.0,78875.76111460697
,520.0,80556.80709393548
,521.0,79700.92392493626
,522.0,71511.46406763003
,523.0,71808.5075697412
,524.0,74347.00816093519
,525.0,78457.21460267084
,526.0,67464.32556908022
,527.0,71977.89490680496
,528.0,78100.4361411537
,529.0,73670.23211841742
,530.0,69864.74229392079
,531.0,81480.60564455997
,532.0,80919.68384001745
,533.0,75441.32289128294
,534.0,84599.80299297735
,535.0,69935.64956479937
,536.0,75433.32493116586
,537.0,74945.83024168135
,538.0,78562.91290487988
,539.0,69749.42669757543
,540.0,80015.98278630707
,541.0,81669.3700031317
,542.0,72732.56598873444
,543.0,70643.08560852383
,544.0,81215.04635711784
,545.0,71195.58632413798
,546.0,77015.40285122642
,547.0,79046.85903764713
,548.0,75327.88926792944
,549.0,66693.01298226198
,550.0,71450.92884773116
,551.0,65910.11545647192
,552.0,77907.33336373781
,553.0,70806.13694806439
,554.0,77392.61905733572
,555.0,64190.236762318884
,556.0,67981.67069965834
,557.0,72844.49715177526
,558.0,73974.69901481488
,559.0,78243.38208630236
,560.0,86427.95953287602
,561.0,72573.05055227871
,562.0,72526.53972958912
,563.0,83700.51889561543
,564.0,60968.859730209006
,565.0,76626.65780982621
,566.0,72865.36082960673
,567.0,74041.5852462834
,568.0,72922.55170164997
,569.0,70657.91229127828
,570.0,76583.43823823848
,571.0,81309.28938665017
,572.0,81560.52317537401
,573.0,78415.13275714428
,574.0,76493.50865208208
,575.0,77912.45620737094
,576.0,74665.20260216236
,577.0,81091.31038613249
,578.0,75686.19420137678
,579.0,75642.33684794455
,580.0,74255.46721597793
,581.0,75327.19570408318
,582.0,72907.02397444216
,583.0,78602.98462412697
,584.0,78986.40543353978
,585.0,75476.57581208459
,586.0,70819.15041644237
,587.0,86849.08435935402
,588.0,82594.55482156874
,589.0,75771.02105084699
,590.0,74629.242449879
,591.0,75931.69996438302
,592.0,70082.23742926666
,593.0,73307.57538804128
,594.0,71786.58537568804
,595.0,69947.97655118421
,596.0,70299.45494208123
,597.0,75610.84997085125
,598.0,79916.65010607988
,599.0,73583.34400331044
,600.0,70091.78601299891
,601.0,57198.95802628674
,602.0,78051.77196519717
,603.0,85361.66584363386
,604.0,78367.95976232813
,605.0,74763.62475842575
,606.0,79138.8778480747
,607.0,77302.01620251925
,608.0,78198.06487086392
,609.0,73571.92556395802
,610.0,83563.80515673253
,611.0,74045.0536195355
,612.0,72320.20789739523
,613.0,75357.04983635213
,614.0,79340.47362899197
,615.0,84274.93298288134
,616.0,69947.46770292339
,617.0,71625.92402916121
,618.0,90037.65110478
,619.0,73526.10626387487
,620.0,71060.36049434986
,621.0,72221.83867594352
,622.0,74990.43421738662
,623.0,82885.10539953045
,624.0,74377.62461369787
,625.0,81518.79389768519
,626.0,82875.52987844727
,627.0,73333.61478290759
,628.0,74649.0777718419
,629.0,74057.13585312293
,630.0,70410.03906425076
,631.0,80493.23365275099
,632.0,74012.95647385823
,633.0,80127.77322041651
,634.0,62343.768922558935
,635.0,71939.32490908484
,636.0,73014.26616355454
,637.0,71786.47040932384
,638.0,68024.61638769234
,639.0,81852.80989240413
,640.0,82792.96218546457
,641.0,71491.61152685242
,642.0,78628.0322406379
,643.0,61507.74602959954
,644.0,73769.41890432488
,645.0,62880.543010802176
,646.0,64237.787766063695
,647.0,69406.18776748404
,648.0,65015.921849403036
,649.0,83494.28732515624
,650.0,74901.3567400339
,651.0,79489.13413022607
,652.0,82001.26137906013
,653.0,80860.89135327471
