,size,planner,makespan,reactive,expected,mpn_snt,rect_snt
0,4,HEFT,9749.61748747789,9749.61748747789,9717.15964013397,32.45784734391964,32.45784734391964
1,4,HEFT,9717.15964013397,9376.824023268571,9717.15964013397,0.0,-340.33561686539906
2,4,HEFT,9902.32041944075,9891.003145159411,9717.15964013397,185.16077930677966,173.84350502544112
3,4,HEFT,9746.992476487034,9746.992476487034,9717.15964013397,29.83283635306361,29.83283635306361
4,4,HEFT,10038.777746178515,10038.777746178515,9717.15964013397,321.61810604454695,321.61810604454695
5,4,HEFT,10583.905333858813,10583.905333858813,9717.15964013397,866.7456937248427,866.7456937248427
6,4,HEFT,9732.592638009644,9566.123204342664,9717.15964013397,15.4329978756723,-151.03643579130585
7,4,HEFT,9758.902280371993,9278.966999858574,9717.15964013397,41.74264023802425,-438.1926402753961
8,4,HEFT,9717.15964013397,9158.190252887109,9717.15964013397,0.0,-558.9693872468633
9,4,HEFT,9717.15964013397,9456.036668027058,9717.15964013397,0.0,-261.12297210691213
10,4,HEFT,10022.554809917017,9744.500685040575,9717.15964013397,305.39516978304715,27.34104490660684
11,4,HEFT,9890.619613685642,9769.195692757121,9717.15964013397,173.45997355167128,52.03605262314886
12,4,HEFT,10431.759569896654,10431.759569896654,9717.15964013397,714.599929762684,714.599929762684
13,4,HEFT,9717.15964013397,9035.651111195648,9717.15964013397,0.0,-681.5085289383222
14,4,HEFT,9717.15964013397,9612.992066019428,9717.15964013397,0.0,-104.16757411454272
15,4,HEFT,10463.735875234908,10463.735875234908,9717.15964013397,746.576235100938,746.576235100938
16,4,HEFT,9985.488249222766,9820.155058393408,9717.15964013397,268.328609088796,102.99541825943744
17,4,HEFT,9717.15964013397,9078.804170329298,9717.15964013397,0.0,-638.3554698046719
18,4,HEFT,9717.15964013397,9695.554206252491,9717.15964013397,0.0,-21.605433881479254
19,4,HEFT,9998.785241397603,9761.114314927048,9717.15964013397,281.6256012636313,43.95467479307808
20,4,HEFT,9958.849446787754,9886.836989715943,9717.15964013397,241.6898066537833,169.67734958197434
21,4,HEFT,10256.353223667691,10256.353223667691,9717.15964013397,539.1935835337226,539.1935835337226
