size,planner,makespan
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
4,HEFT,2010869.5652173918
