size,planner,makespan
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
4,HEFT,2012662.536056654
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
8,HEFT,984953.9805707908
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
16,HEFT,495535.09478084533
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
32,HEFT,246232.6154788755
