size,planner,makespan,reactive,expected,mpn_snt,rect_snt
4,HEFT,19373278.93112552,19359568.834615067,19244565.031922005,128713.89920351654,115003.80269305779
4,HEFT,19401501.126738794,19397226.757721104,19244565.031922005,156936.09481678903,152661.72579909491
4,HEFT,19426495.700721845,19426495.700721845,19244565.031922005,181930.66879983988,181930.66879983988
4,HEFT,19432816.50235316,19430174.912149277,19244565.031922005,188251.47043115273,185609.88022726774
4,HEFT,19430829.221948266,19399241.88329622,19244565.031922005,186264.1900262609,154676.85137421638
4,HEFT,19368676.547900297,19343807.082684733,19244565.031922005,124111.51597829165,99242.05076272787
4,HEFT,19372045.79081356,19356604.388744064,19244565.031922005,127480.75889155641,112039.35682205856
4,HEFT,19436734.93459414,19436734.93459414,19244565.031922005,192169.90267213434,192169.90267213434
4,HEFT,19365769.187056433,19307872.674747355,19244565.031922005,121204.15513442828,63307.642825350165
4,HEFT,19496217.485506386,19494703.09220734,19244565.031922005,251652.45358438048,250138.06028533354
4,HEFT,19434021.299950127,19412892.406726424,19244565.031922005,189456.26802811766,168327.3748044185
4,HEFT,19467393.61078465,19441499.340204585,19244565.031922005,222828.57886264476,196934.30828258023
4,HEFT,19500155.99975396,19500155.99975396,19244565.031922005,255590.96783195442,255590.96783195442
4,HEFT,19409540.269241147,19361805.31598421,19244565.031922005,164975.23731914163,117240.28406220676
4,HEFT,19410463.74140625,19410463.74140625,19244565.031922005,165898.70948424566,165898.70948424566
4,HEFT,19423947.26177504,19381154.429785486,19244565.031922005,179382.22985303402,136589.3978634812
4,HEFT,19425423.88052557,19424639.05740369,19244565.031922005,180858.84860356525,180074.02548168972
4,HEFT,19420992.7909246,19420992.7909246,19244565.031922005,176427.75900259614,176427.75900259614
4,HEFT,19376116.210702665,19341941.653440334,19244565.031922005,131551.17878066006,97376.62151832882
4,HEFT,19392065.642196886,19360709.44427611,19244565.031922005,147500.6102748774,116144.41235410422
4,HEFT,19416493.491758764,19409084.19744061,19244565.031922005,171928.45983675867,164519.16551860422
4,HEFT,19452232.113280494,19419154.33875397,19244565.031922005,207667.08135848862,174589.30683196711
4,HEFT,19453561.76138016,19450582.805088326,19244565.031922005,208996.72945815325,206017.7731663175
4,HEFT,19414067.32259673,19408684.51912828,19244565.031922005,169502.29067472368,164119.4872062765
4,HEFT,19440806.08582948,19429331.07724578,19244565.031922005,196241.0539074764,184766.04532377425
4,HEFT,19384830.972645894,19378646.97979018,19244565.031922005,140265.9407238923,134081.9478681758
4,HEFT,19371155.203416664,19365916.53273666,19244565.031922005,126590.17149465904,121351.50081465393
4,HEFT,19434354.18088849,19432660.845980216,19244565.031922005,189789.14896648374,188095.8140582107
4,HEFT,19395889.864671785,19331712.379254576,19244565.031922005,151324.83274978027,87147.3473325707
4,HEFT,19352934.16384163,19352934.16384163,19244565.031922005,108369.13191962618,108369.13191962618
4,HEFT,19348008.268079795,19317880.752837077,19244565.031922005,103443.23615778984,73315.72091506794
4,HEFT,19447624.13337305,19447624.13337305,19244565.031922005,203059.10145104304,203059.10145104304
4,HEFT,19337662.846691266,19301376.507494472,19244565.031922005,93097.8147692606,56811.47557246684
4,HEFT,19450176.63038293,19426920.9672172,19244565.031922005,205611.59846092388,182355.93529519066
4,HEFT,19399536.739115905,19363633.866937846,19244565.031922005,154971.7071938999,119068.83501584086
4,HEFT,19420941.88567608,19411826.24643832,19244565.031922005,176376.85375407335,167261.2145163156
4,HEFT,19361905.408886764,19326655.68016925,19244565.031922005,117340.37696475908,82090.6482472457
4,HEFT,19467500.712107826,19462641.13869603,19244565.031922005,222935.68018581718,218076.1067740247
4,HEFT,19392331.6594286,19375915.64945933,19244565.031922005,147766.62750659138,131350.6175373234
4,HEFT,19398776.971858736,19366746.618936505,19244565.031922005,154211.93993673098,122181.58701450005
4,HEFT,19445279.329228736,19445038.490034405,19244565.031922005,200714.2973067313,200473.45811240003
4,HEFT,19382730.83326313,19352349.71031944,19244565.031922005,138165.80134112388,107784.67839743571
4,HEFT,19450102.318780854,19450102.318780854,19244565.031922005,205537.28685884926,205537.28685884926
4,HEFT,19514478.62918744,19475720.444368754,19244565.031922005,269913.5972654335,231155.41244674852
4,HEFT,19404273.66076068,19396986.795153093,19244565.031922005,159708.62883867696,152421.76323108748
4,HEFT,19431152.792888977,19426991.9759849,19244565.031922005,186587.76096697152,182426.9440628961
4,HEFT,19437938.121685296,19393310.67055676,19244565.031922005,193373.0897632912,148745.63863475248
4,HEFT,19385625.930334266,19366873.78695315,19244565.031922005,141060.89841226116,122308.75503114614
4,HEFT,19616265.23756831,19603464.611316293,19244565.031922005,371700.20564630633,358899.5793942884
4,HEFT,19389824.824711394,19368187.655799694,19244565.031922005,145259.79278938845,123622.62387768926
4,HEFT,19514875.72653017,19508294.582121044,19244565.031922005,270310.6946081668,263729.5501990393
4,HEFT,19452444.289518755,19391708.82499306,19244565.031922005,207879.2575967498,147143.79307105392
4,HEFT,19441932.736719407,19426850.17011194,19244565.031922005,197367.704797402,182285.13818993422
4,HEFT,19438259.56692956,19432303.118776467,19244565.031922005,193694.53500755504,187738.0868544616
4,HEFT,19416515.072468568,19416515.072468568,19244565.031922005,171950.04054656252,171950.04054656252
4,HEFT,19482145.57938313,19431873.24594849,19244565.031922005,237580.5474611297,187308.21402648464
4,HEFT,19414990.395643674,19414231.52895433,19244565.031922005,170425.36372166872,169666.49703232944
4,HEFT,19405524.5716646,19403650.97511911,19244565.031922005,160959.53974259272,159085.94319710508
4,HEFT,19358982.76520877,19306434.116713006,19244565.031922005,114417.73328676447,61869.084791000925
4,HEFT,19427051.07826624,19398839.57211903,19244565.031922005,182486.04634423554,154274.54019702598
4,HEFT,19416532.79075531,19415557.875886586,19244565.031922005,171967.75883330405,170992.84396458045
4,HEFT,19444124.80708992,19444124.80708992,19244565.031922005,199559.77516791227,199559.77516791227
4,HEFT,19308205.813550197,19289921.347107664,19244565.031922005,63640.78162818775,45356.31518565864
4,HEFT,19465602.78888994,19458674.621518634,19244565.031922005,221037.7569679357,214109.58959662914
4,HEFT,19507219.589042585,19507219.589042585,19244565.031922005,262654.55712058017,262654.55712058017
4,HEFT,19386644.935821168,19352581.263893846,19244565.031922005,142079.903899163,108016.2319718413
4,HEFT,19411271.22195733,19386687.1707135,19244565.031922005,166706.19003532454,142122.13879149407
4,HEFT,19441449.307423595,19428396.512490284,19244565.031922005,196884.27550159022,183831.48056827855
4,HEFT,19600163.614243306,19579670.580791354,19244565.031922005,355598.5823213011,335105.54886934906
4,HEFT,19388252.315799493,19349281.36170232,19244565.031922005,143687.28387748825,104716.32978031412
4,HEFT,19506988.321958404,19486320.71421779,19244565.031922005,262423.2900363989,241755.68229578433
4,HEFT,19483526.796634465,19473823.55871066,19244565.031922005,238961.76471246034,229258.5267886557
4,HEFT,19439880.12731728,19395078.4509158,19244565.031922005,195315.0953952745,150513.41899379715
4,HEFT,19420928.324200965,19415929.18289235,19244565.031922005,176363.29227896035,171364.1509703435
4,HEFT,19425416.245594647,19415588.3731087,19244565.031922005,180851.2136726417,171023.3411866948
4,HEFT,19337518.505458936,19319021.815269668,19244565.031922005,92953.47353693098,74456.78334766254
4,HEFT,19498205.34604243,19495200.52854159,19244565.031922005,253640.31412042305,250635.4966195859
4,HEFT,19428218.352581777,19410795.16626001,19244565.031922005,183653.3206597716,166230.1343380101
4,HEFT,19487493.97722299,19451222.838328317,19244565.031922005,242928.94530098516,206657.806406308
4,HEFT,19411804.944792964,19409193.22607797,19244565.031922005,167239.91287095845,164628.194155965
4,HEFT,19422286.84340216,19417464.44964912,19244565.031922005,177721.81148015708,172899.4177271165
4,HEFT,19445815.131426666,19403099.13856338,19244565.031922005,201250.0995046608,158534.10664137453
4,HEFT,19413340.86757764,19369774.279214174,19244565.031922005,168775.83565563336,125209.24729217215
4,HEFT,19395382.47057698,19388069.345291454,19244565.031922005,150817.4386549741,143504.31336945295
4,HEFT,19409594.64752112,19392915.35106445,19244565.031922005,165029.61559911072,148350.31914244965
4,HEFT,19355476.71531195,19330092.91932679,19244565.031922005,110911.68338994311,85527.88740478456
4,HEFT,19365334.77001055,19365334.77001055,19244565.031922005,120769.73808854446,120769.73808854446
4,HEFT,19376452.471372645,19367726.54470933,19244565.031922005,131887.43945064026,123161.51278732714
4,HEFT,19387403.19566068,19383367.88729517,19244565.031922005,142838.16373867542,138802.85537317026
4,HEFT,19382093.38222901,19359914.341776952,19244565.031922005,137528.35030701009,115349.30985494705
4,HEFT,19471189.662983004,19437998.155089147,19244565.031922005,226624.63106099892,193433.12316714227
4,HEFT,19353756.894587696,19349036.126375653,19244565.031922005,109191.86266569047,104471.09445364773
4,HEFT,19452592.59184124,19452592.59184124,19244565.031922005,208027.55991923442,208027.55991923442
4,HEFT,19447626.291930623,19430801.43877209,19244565.031922005,203061.26000861824,186236.40685008466
4,HEFT,19470872.39493099,19455879.967027374,19244565.031922005,226307.36300898343,211314.93510536852
4,HEFT,19413915.86541756,19413915.86541756,19244565.031922005,169350.8334955573,169350.8334955573
4,HEFT,19486558.4004809,19425407.28341863,19244565.031922005,241993.36855889484,180842.25149662423
4,HEFT,19420429.09258304,19420429.09258304,19244565.031922005,175864.06066103652,175864.06066103652
4,HEFT,19366558.169424117,19363134.04836,19244565.031922005,121993.13750210775,118569.01643799244
4,HEFT,19388337.80428374,19374647.05363952,19244565.031922005,143772.77236173674,130082.02171751484
4,HEFT,19344157.48317557,19342474.404632784,19244565.031922005,99592.45125356317,97909.37271077931
4,HEFT,19433354.445752416,19433354.445752416,19244565.031922005,188789.4138304107,188789.4138304107
4,HEFT,19444449.01874401,19444449.01874401,19244565.031922005,199883.98682200536,199883.98682200536
4,HEFT,19456107.1371646,19448724.875828084,19244565.031922005,211542.10524259132,204159.84390607852
4,HEFT,19381415.125747234,19379949.56544438,19244565.031922005,136850.09382522848,135384.53352237493
4,HEFT,19436369.52158775,19428111.60239098,19244565.031922005,191804.48966574672,183546.57046897337
4,HEFT,19476189.020417064,19451155.237175748,19244565.031922005,231623.9884950593,206590.20525374266
4,HEFT,19438895.945504304,19396477.99832738,19244565.031922005,194330.9135822989,151912.96640537307
4,HEFT,19420557.74091222,19402212.741633244,19244565.031922005,175992.70899021626,157647.70971123874
4,HEFT,19371464.878249407,19368568.05371418,19244565.031922005,126899.84632739794,124003.0217921734
4,HEFT,19383581.43929299,19369443.89149258,19244565.031922005,139016.40737098455,124878.85957057403
4,HEFT,19443220.148823913,19430051.41372028,19244565.031922005,198655.1169019081,185486.38179827482
4,HEFT,19426713.200367574,19426713.200367574,19244565.031922005,182148.1684455685,182148.1684455685
4,HEFT,19450175.906069197,19443709.254488446,19244565.031922005,205610.87414718792,199144.2225664407
4,HEFT,19507442.95168896,19485246.601239588,19244565.031922005,262877.91976695514,240681.569317583
