,size,planner,makespan
0,4,HEFT,68058.32930703841
1,4,HEFT,68058.32930703841
2,4,HEFT,68058.32930703841
3,4,HEFT,68058.32930703841
4,4,HEFT,68058.32930703841
5,4,HEFT,68058.32930703841
6,4,HEFT,68058.32930703841
7,4,HEFT,68058.32930703841
8,4,HEFT,68058.32930703841
9,4,HEFT,68058.32930703841
10,4,HEFT,68058.32930703841
11,4,HEFT,68058.32930703841
12,4,HEFT,68058.32930703841
13,4,HEFT,68058.32930703841
14,4,HEFT,68058.32930703841
15,4,HEFT,68058.32930703841
16,4,HEFT,68058.32930703841
17,4,HEFT,68058.32930703841
18,4,HEFT,68058.32930703841
19,4,HEFT,68058.32930703841
20,4,HEFT,68058.32930703841
21,4,HEFT,68058.32930703841
22,4,HEFT,68058.32930703841
23,4,HEFT,68058.32930703841
24,4,HEFT,68058.32930703841
25,4,HEFT,68058.32930703841
26,4,HEFT,68058.32930703841
27,4,HEFT,68058.32930703841
28,4,HEFT,68058.32930703841
29,4,HEFT,68058.32930703841
30,4,HEFT,68058.32930703841
31,4,HEFT,68058.32930703841
32,4,HEFT,68058.32930703841
33,4,HEFT,68058.32930703841
34,4,HEFT,68058.32930703841
35,4,HEFT,68058.32930703841
36,4,HEFT,68058.32930703841
37,4,HEFT,68058.32930703841
38,4,HEFT,68058.32930703841
39,4,HEFT,68058.32930703841
40,4,HEFT,68058.32930703841
41,4,HEFT,68058.32930703841
42,4,HEFT,68058.32930703841
43,4,HEFT,68058.32930703841
44,4,HEFT,68058.32930703841
45,4,HEFT,68058.32930703841
46,4,HEFT,68058.32930703841
47,4,HEFT,68058.32930703841
48,4,HEFT,68058.32930703841
49,4,HEFT,68058.32930703841
50,4,HEFT,68058.32930703841
51,4,HEFT,68058.32930703841
52,4,HEFT,68058.32930703841
53,4,HEFT,68058.32930703841
54,4,HEFT,68058.32930703841
55,4,HEFT,68058.32930703841
56,4,HEFT,68058.32930703841
57,4,HEFT,68058.32930703841
58,4,HEFT,68058.32930703841
59,4,HEFT,68058.32930703841
60,4,HEFT,68058.32930703841
61,4,HEFT,68058.32930703841
62,4,HEFT,68058.32930703841
63,4,HEFT,68058.32930703841
64,4,HEFT,68058.32930703841
65,4,HEFT,68058.32930703841
66,4,HEFT,68058.32930703841
67,4,HEFT,68058.32930703841
68,4,HEFT,68058.32930703841
69,4,HEFT,68058.32930703841
70,4,HEFT,68058.32930703841
71,4,HEFT,68058.32930703841
72,4,HEFT,68058.32930703841
73,4,HEFT,68058.32930703841
74,4,HEFT,68058.32930703841
75,4,HEFT,68058.32930703841
76,4,HEFT,68058.32930703841
77,4,HEFT,68058.32930703841
78,4,HEFT,68058.32930703841
79,4,HEFT,68058.32930703841
80,4,HEFT,68058.32930703841
81,4,HEFT,68058.32930703841
82,4,HEFT,68058.32930703841
83,4,HEFT,68058.32930703841
84,4,HEFT,68058.32930703841
85,4,HEFT,68058.32930703841
86,4,HEFT,68058.32930703841
87,4,HEFT,68058.32930703841
88,4,HEFT,68058.32930703841
89,4,HEFT,68058.32930703841
90,4,HEFT,68058.32930703841
91,4,HEFT,68058.32930703841
92,4,HEFT,68058.32930703841
93,4,HEFT,68058.32930703841
94,4,HEFT,68058.32930703841
95,4,HEFT,68058.32930703841
96,4,HEFT,68058.32930703841
97,4,HEFT,68058.32930703841
98,4,HEFT,68058.32930703841
99,4,HEFT,68058.32930703841
100,4,HEFT,68058.32930703841
101,4,HEFT,68058.32930703841
102,4,HEFT,68058.32930703841
103,4,HEFT,68058.32930703841
104,4,HEFT,68058.32930703841
105,4,HEFT,68058.32930703841
106,4,HEFT,68058.32930703841
107,4,HEFT,68058.32930703841
108,4,HEFT,68058.32930703841
109,4,HEFT,68058.32930703841
110,4,HEFT,68058.32930703841
111,4,HEFT,68058.32930703841
112,4,HEFT,68058.32930703841
113,4,HEFT,68058.32930703841
114,4,HEFT,68058.32930703841
115,4,HEFT,68058.32930703841
116,4,HEFT,68058.32930703841
117,4,HEFT,68058.32930703841
118,4,HEFT,68058.32930703841
119,4,HEFT,68058.32930703841
120,4,HEFT,68058.32930703841
121,4,HEFT,68058.32930703841
122,4,HEFT,68058.32930703841
123,4,HEFT,68058.32930703841
124,4,HEFT,68058.32930703841
125,4,HEFT,68058.32930703841
126,4,HEFT,68058.32930703841
127,4,HEFT,68058.32930703841
128,4,HEFT,68058.32930703841
129,4,HEFT,68058.32930703841
130,4,HEFT,68058.32930703841
131,4,HEFT,68058.32930703841
132,4,HEFT,68058.32930703841
133,4,HEFT,68058.32930703841
134,4,HEFT,68058.32930703841
135,4,HEFT,68058.32930703841
136,4,HEFT,68058.32930703841
137,4,HEFT,68058.32930703841
138,4,HEFT,68058.32930703841
139,4,HEFT,68058.32930703841
140,4,HEFT,68058.32930703841
141,4,HEFT,68058.32930703841
142,4,HEFT,68058.32930703841
143,4,HEFT,68058.32930703841
144,4,HEFT,68058.32930703841
145,4,HEFT,68058.32930703841
146,4,HEFT,68058.32930703841
147,4,HEFT,68058.32930703841
148,4,HEFT,68058.32930703841
149,4,HEFT,68058.32930703841
150,4,HEFT,68058.32930703841
151,4,HEFT,68058.32930703841
152,4,HEFT,68058.32930703841
153,4,HEFT,68058.32930703841
154,4,HEFT,68058.32930703841
155,4,HEFT,68058.32930703841
156,4,HEFT,68058.32930703841
157,4,HEFT,68058.32930703841
158,4,HEFT,68058.32930703841
159,4,HEFT,68058.32930703841
160,4,HEFT,68058.32930703841
161,4,HEFT,68058.32930703841
162,4,HEFT,68058.32930703841
163,4,HEFT,68058.32930703841
164,4,HEFT,68058.32930703841
165,4,HEFT,68058.32930703841
166,4,HEFT,68058.32930703841
167,4,HEFT,68058.32930703841
168,4,HEFT,68058.32930703841
169,4,HEFT,68058.32930703841
170,4,HEFT,68058.32930703841
171,4,HEFT,68058.32930703841
172,4,HEFT,68058.32930703841
173,4,HEFT,68058.32930703841
174,4,HEFT,68058.32930703841
175,4,HEFT,68058.32930703841
176,4,HEFT,68058.32930703841
177,4,HEFT,68058.32930703841
178,4,HEFT,68058.32930703841
179,4,HEFT,68058.32930703841
180,4,HEFT,68058.32930703841
181,4,HEFT,68058.32930703841
182,4,HEFT,68058.32930703841
183,4,HEFT,68058.32930703841
184,4,HEFT,68058.32930703841
185,4,HEFT,68058.32930703841
186,4,HEFT,68058.32930703841
187,4,HEFT,68058.32930703841
188,4,HEFT,68058.32930703841
189,4,HEFT,68058.32930703841
190,4,HEFT,68058.32930703841
191,4,HEFT,68058.32930703841
192,4,HEFT,68058.32930703841
193,4,HEFT,68058.32930703841
194,4,HEFT,68058.32930703841
195,4,HEFT,68058.32930703841
196,4,HEFT,68058.32930703841
197,4,HEFT,68058.32930703841
198,4,HEFT,68058.32930703841
199,4,HEFT,68058.32930703841
200,4,HEFT,68058.32930703841
201,4,HEFT,68058.32930703841
202,4,HEFT,68058.32930703841
203,4,HEFT,68058.32930703841
204,4,HEFT,68058.32930703841
205,4,HEFT,68058.32930703841
206,4,HEFT,68058.32930703841
207,4,HEFT,68058.32930703841
208,4,HEFT,68058.32930703841
209,4,HEFT,68058.32930703841
210,4,HEFT,68058.32930703841
211,4,HEFT,68058.32930703841
212,4,HEFT,68058.32930703841
213,4,HEFT,68058.32930703841
214,4,HEFT,68058.32930703841
215,4,HEFT,68058.32930703841
216,4,HEFT,68058.32930703841
217,4,HEFT,68058.32930703841
218,4,HEFT,68058.32930703841
219,4,HEFT,68058.32930703841
220,4,HEFT,68058.32930703841
221,4,HEFT,68058.32930703841
222,4,HEFT,68058.32930703841
223,4,HEFT,68058.32930703841
224,4,HEFT,68058.32930703841
225,4,HEFT,68058.32930703841
226,4,HEFT,68058.32930703841
227,4,HEFT,68058.32930703841
228,4,HEFT,68058.32930703841
229,4,HEFT,68058.32930703841
230,4,HEFT,68058.32930703841
231,4,HEFT,68058.32930703841
232,4,HEFT,68058.32930703841
233,4,HEFT,68058.32930703841
234,4,HEFT,68058.32930703841
235,4,HEFT,68058.32930703841
236,4,HEFT,68058.32930703841
237,4,HEFT,68058.32930703841
238,4,HEFT,68058.32930703841
239,4,HEFT,68058.32930703841
240,4,HEFT,68058.32930703841
241,4,HEFT,68058.32930703841
242,4,HEFT,68058.32930703841
243,4,HEFT,68058.32930703841
244,4,HEFT,68058.32930703841
245,4,HEFT,68058.32930703841
246,4,HEFT,68058.32930703841
247,4,HEFT,68058.32930703841
248,4,HEFT,68058.32930703841
249,4,HEFT,68058.32930703841
250,4,HEFT,68058.32930703841
251,4,HEFT,68058.32930703841
252,4,HEFT,68058.32930703841
253,4,HEFT,68058.32930703841
254,4,HEFT,68058.32930703841
255,4,HEFT,68058.32930703841
256,4,HEFT,68058.32930703841
257,4,HEFT,68058.32930703841
258,4,HEFT,68058.32930703841
259,4,HEFT,68058.32930703841
260,4,HEFT,68058.32930703841
261,4,HEFT,68058.32930703841
262,4,HEFT,68058.32930703841
263,4,HEFT,68058.32930703841
264,4,HEFT,68058.32930703841
265,4,HEFT,68058.32930703841
266,4,HEFT,68058.32930703841
267,4,HEFT,68058.32930703841
268,4,HEFT,68058.32930703841
269,4,HEFT,68058.32930703841
270,4,HEFT,68058.32930703841
271,4,HEFT,68058.32930703841
272,4,HEFT,68058.32930703841
273,4,HEFT,68058.32930703841
274,4,HEFT,68058.32930703841
275,4,HEFT,68058.32930703841
276,4,HEFT,68058.32930703841
277,4,HEFT,68058.32930703841
278,4,HEFT,68058.32930703841
279,4,HEFT,68058.32930703841
280,4,HEFT,68058.32930703841
281,4,HEFT,68058.32930703841
282,4,HEFT,68058.32930703841
283,4,HEFT,68058.32930703841
284,4,HEFT,68058.32930703841
285,4,HEFT,68058.32930703841
286,4,HEFT,68058.32930703841
287,4,HEFT,68058.32930703841
288,4,HEFT,68058.32930703841
289,4,HEFT,68058.32930703841
290,4,HEFT,68058.32930703841
291,4,HEFT,68058.32930703841
292,4,HEFT,68058.32930703841
293,4,HEFT,68058.32930703841
294,4,HEFT,68058.32930703841
295,4,HEFT,68058.32930703841
296,4,HEFT,68058.32930703841
297,4,HEFT,68058.32930703841
298,4,HEFT,68058.32930703841
299,4,HEFT,68058.32930703841
300,4,HEFT,68058.32930703841
301,4,HEFT,68058.32930703841
302,4,HEFT,68058.32930703841
303,4,HEFT,68058.32930703841
304,4,HEFT,68058.32930703841
305,4,HEFT,68058.32930703841
306,4,HEFT,68058.32930703841
307,4,HEFT,68058.32930703841
308,4,HEFT,68058.32930703841
309,4,HEFT,68058.32930703841
310,4,HEFT,68058.32930703841
311,4,HEFT,68058.32930703841
312,4,HEFT,68058.32930703841
313,4,HEFT,68058.32930703841
314,4,HEFT,68058.32930703841
315,4,HEFT,68058.32930703841
316,4,HEFT,68058.32930703841
317,4,HEFT,68058.32930703841
318,4,HEFT,68058.32930703841
319,4,HEFT,68058.32930703841
320,4,HEFT,68058.32930703841
321,4,HEFT,68058.32930703841
322,4,HEFT,68058.32930703841
323,4,HEFT,68058.32930703841
324,4,HEFT,68058.32930703841
325,4,HEFT,68058.32930703841
326,4,HEFT,68058.32930703841
327,4,HEFT,68058.32930703841
328,4,HEFT,68058.32930703841
329,4,HEFT,68058.32930703841
330,4,HEFT,68058.32930703841
331,4,HEFT,68058.32930703841
332,4,HEFT,68058.32930703841
333,4,HEFT,68058.32930703841
334,4,HEFT,68058.32930703841
335,4,HEFT,68058.32930703841
336,4,HEFT,68058.32930703841
337,4,HEFT,68058.32930703841
338,4,HEFT,68058.32930703841
339,4,HEFT,68058.32930703841
340,4,HEFT,68058.32930703841
341,4,HEFT,68058.32930703841
342,4,HEFT,68058.32930703841
343,4,HEFT,68058.32930703841
344,4,HEFT,68058.32930703841
345,4,HEFT,68058.32930703841
346,4,HEFT,68058.32930703841
347,4,HEFT,68058.32930703841
348,4,HEFT,68058.32930703841
349,4,HEFT,68058.32930703841
350,4,HEFT,68058.32930703841
351,4,HEFT,68058.32930703841
352,4,HEFT,68058.32930703841
353,4,HEFT,68058.32930703841
354,4,HEFT,68058.32930703841
355,4,HEFT,68058.32930703841
356,4,HEFT,68058.32930703841
357,4,HEFT,68058.32930703841
358,4,HEFT,68058.32930703841
359,4,HEFT,68058.32930703841
360,4,HEFT,68058.32930703841
361,4,HEFT,68058.32930703841
362,4,HEFT,68058.32930703841
363,4,HEFT,68058.32930703841
364,4,HEFT,68058.32930703841
365,4,HEFT,68058.32930703841
366,4,HEFT,68058.32930703841
367,4,HEFT,68058.32930703841
368,4,HEFT,68058.32930703841
369,4,HEFT,68058.32930703841
370,4,HEFT,68058.32930703841
371,4,HEFT,68058.32930703841
372,4,HEFT,68058.32930703841
373,4,HEFT,68058.32930703841
374,4,HEFT,68058.32930703841
375,4,HEFT,68058.32930703841
376,4,HEFT,68058.32930703841
377,4,HEFT,68058.32930703841
378,4,HEFT,68058.32930703841
379,4,HEFT,68058.32930703841
380,4,HEFT,68058.32930703841
381,4,HEFT,68058.32930703841
382,4,HEFT,68058.32930703841
383,4,HEFT,68058.32930703841
384,4,HEFT,68058.32930703841
385,4,HEFT,68058.32930703841
386,4,HEFT,68058.32930703841
387,4,HEFT,68058.32930703841
388,4,HEFT,68058.32930703841
389,4,HEFT,68058.32930703841
390,4,HEFT,68058.32930703841
391,4,HEFT,68058.32930703841
392,4,HEFT,68058.32930703841
393,4,HEFT,68058.32930703841
394,4,HEFT,68058.32930703841
395,4,HEFT,68058.32930703841
396,4,HEFT,68058.32930703841
397,4,HEFT,68058.32930703841
398,4,HEFT,68058.32930703841
399,4,HEFT,68058.32930703841
400,4,HEFT,68058.32930703841
401,4,HEFT,68058.32930703841
402,4,HEFT,68058.32930703841
403,4,HEFT,68058.32930703841
404,4,HEFT,68058.32930703841
405,4,HEFT,68058.32930703841
406,4,HEFT,68058.32930703841
407,4,HEFT,68058.32930703841
408,4,HEFT,68058.32930703841
409,4,HEFT,68058.32930703841
410,4,HEFT,68058.32930703841
411,4,HEFT,68058.32930703841
412,4,HEFT,68058.32930703841
413,4,HEFT,68058.32930703841
414,4,HEFT,68058.32930703841
415,4,HEFT,68058.32930703841
416,4,HEFT,68058.32930703841
417,4,HEFT,68058.32930703841
418,4,HEFT,68058.32930703841
419,4,HEFT,68058.32930703841
420,4,HEFT,68058.32930703841
421,4,HEFT,68058.32930703841
422,4,HEFT,68058.32930703841
423,4,HEFT,68058.32930703841
424,4,HEFT,68058.32930703841
425,4,HEFT,68058.32930703841
426,4,HEFT,68058.32930703841
427,4,HEFT,68058.32930703841
428,4,HEFT,68058.32930703841
429,4,HEFT,68058.32930703841
430,4,HEFT,68058.32930703841
431,4,HEFT,68058.32930703841
432,4,HEFT,68058.32930703841
433,4,HEFT,68058.32930703841
434,4,HEFT,68058.32930703841
435,4,HEFT,68058.32930703841
436,4,HEFT,68058.32930703841
437,4,HEFT,68058.32930703841
438,4,HEFT,68058.32930703841
439,4,HEFT,68058.32930703841
440,4,HEFT,68058.32930703841
441,4,HEFT,68058.32930703841
442,4,HEFT,68058.32930703841
443,4,HEFT,68058.32930703841
444,4,HEFT,68058.32930703841
445,4,HEFT,68058.32930703841
446,4,HEFT,68058.32930703841
447,4,HEFT,68058.32930703841
448,4,HEFT,68058.32930703841
449,4,HEFT,68058.32930703841
450,4,HEFT,68058.32930703841
451,4,HEFT,68058.32930703841
452,4,HEFT,68058.32930703841
453,4,HEFT,68058.32930703841
454,4,HEFT,68058.32930703841
455,4,HEFT,68058.32930703841
456,4,HEFT,68058.32930703841
457,4,HEFT,68058.32930703841
458,4,HEFT,68058.32930703841
459,4,HEFT,68058.32930703841
460,4,HEFT,68058.32930703841
461,4,HEFT,68058.32930703841
462,4,HEFT,68058.32930703841
463,4,HEFT,68058.32930703841
464,4,HEFT,68058.32930703841
465,4,HEFT,68058.32930703841
466,4,HEFT,68058.32930703841
467,4,HEFT,68058.32930703841
468,4,HEFT,68058.32930703841
469,4,HEFT,68058.32930703841
470,4,HEFT,68058.32930703841
471,4,HEFT,68058.32930703841
472,4,HEFT,68058.32930703841
473,4,HEFT,68058.32930703841
474,4,HEFT,68058.32930703841
475,4,HEFT,68058.32930703841
476,4,HEFT,68058.32930703841
477,4,HEFT,68058.32930703841
478,4,HEFT,68058.32930703841
479,4,HEFT,68058.32930703841
480,4,HEFT,68058.32930703841
481,4,HEFT,68058.32930703841
482,4,HEFT,68058.32930703841
483,4,HEFT,68058.32930703841
484,4,HEFT,68058.32930703841
485,4,HEFT,68058.32930703841
486,4,HEFT,68058.32930703841
487,4,HEFT,68058.32930703841
488,4,HEFT,68058.32930703841
489,4,HEFT,68058.32930703841
490,4,HEFT,68058.32930703841
491,4,HEFT,68058.32930703841
492,4,HEFT,68058.32930703841
493,4,HEFT,68058.32930703841
494,4,HEFT,68058.32930703841
495,4,HEFT,68058.32930703841
496,4,HEFT,68058.32930703841
497,4,HEFT,68058.32930703841
498,4,HEFT,68058.32930703841
499,4,HEFT,68058.32930703841
500,4,HEFT,68058.32930703841
501,4,HEFT,68058.32930703841
502,4,HEFT,68058.32930703841
503,4,HEFT,68058.32930703841
504,4,HEFT,68058.32930703841
505,4,HEFT,68058.32930703841
506,4,HEFT,68058.32930703841
507,4,HEFT,68058.32930703841
508,4,HEFT,68058.32930703841
509,4,HEFT,68058.32930703841
510,4,HEFT,68058.32930703841
511,4,HEFT,68058.32930703841
512,4,HEFT,68058.32930703841
513,4,HEFT,68058.32930703841
514,4,HEFT,68058.32930703841
515,4,HEFT,68058.32930703841
516,4,HEFT,68058.32930703841
517,4,HEFT,68058.32930703841
518,4,HEFT,68058.32930703841
519,4,HEFT,68058.32930703841
520,4,HEFT,68058.32930703841
521,4,HEFT,68058.32930703841
522,4,HEFT,68058.32930703841
523,4,HEFT,68058.32930703841
524,4,HEFT,68058.32930703841
525,4,HEFT,68058.32930703841
526,4,HEFT,68058.32930703841
527,4,HEFT,68058.32930703841
528,4,HEFT,68058.32930703841
529,4,HEFT,68058.32930703841
530,4,HEFT,68058.32930703841
531,4,HEFT,68058.32930703841
532,4,HEFT,68058.32930703841
533,4,HEFT,68058.32930703841
534,4,HEFT,68058.32930703841
535,4,HEFT,68058.32930703841
536,4,HEFT,68058.32930703841
537,4,HEFT,68058.32930703841
538,4,HEFT,68058.32930703841
539,4,HEFT,68058.32930703841
540,4,HEFT,68058.32930703841
541,4,HEFT,68058.32930703841
542,4,HEFT,68058.32930703841
543,4,HEFT,68058.32930703841
544,4,HEFT,68058.32930703841
545,4,HEFT,68058.32930703841
546,4,HEFT,68058.32930703841
547,4,HEFT,68058.32930703841
548,4,HEFT,68058.32930703841
549,4,HEFT,68058.32930703841
550,4,HEFT,68058.32930703841
551,4,HEFT,68058.32930703841
552,4,HEFT,68058.32930703841
553,4,HEFT,68058.32930703841
554,4,HEFT,68058.32930703841
555,4,HEFT,68058.32930703841
556,4,HEFT,68058.32930703841
557,4,HEFT,68058.32930703841
558,4,HEFT,68058.32930703841
559,4,HEFT,68058.32930703841
560,4,HEFT,68058.32930703841
561,4,HEFT,68058.32930703841
562,4,HEFT,68058.32930703841
563,4,HEFT,68058.32930703841
564,4,HEFT,68058.32930703841
565,4,HEFT,68058.32930703841
566,4,HEFT,68058.32930703841
567,4,HEFT,68058.32930703841
568,4,HEFT,68058.32930703841
569,4,HEFT,68058.32930703841
570,4,HEFT,68058.32930703841
571,4,HEFT,68058.32930703841
572,4,HEFT,68058.32930703841
573,4,HEFT,68058.32930703841
574,4,HEFT,68058.32930703841
575,4,HEFT,68058.32930703841
576,4,HEFT,68058.32930703841
577,4,HEFT,68058.32930703841
578,4,HEFT,68058.32930703841
579,4,HEFT,68058.32930703841
580,4,HEFT,68058.32930703841
581,4,HEFT,68058.32930703841
582,4,HEFT,68058.32930703841
583,4,HEFT,68058.32930703841
584,4,HEFT,68058.32930703841
585,4,HEFT,68058.32930703841
586,4,HEFT,68058.32930703841
587,4,HEFT,68058.32930703841
588,4,HEFT,68058.32930703841
589,4,HEFT,68058.32930703841
590,4,HEFT,68058.32930703841
591,4,HEFT,68058.32930703841
592,4,HEFT,68058.32930703841
593,4,HEFT,68058.32930703841
594,4,HEFT,68058.32930703841
595,4,HEFT,68058.32930703841
596,4,HEFT,68058.32930703841
597,4,HEFT,68058.32930703841
598,4,HEFT,68058.32930703841
599,4,HEFT,68058.32930703841
600,4,HEFT,68058.32930703841
601,4,HEFT,68058.32930703841
602,4,HEFT,68058.32930703841
603,4,HEFT,68058.32930703841
604,4,HEFT,68058.32930703841
605,4,HEFT,68058.32930703841
606,4,HEFT,68058.32930703841
607,4,HEFT,68058.32930703841
608,4,HEFT,68058.32930703841
609,4,HEFT,68058.32930703841
610,4,HEFT,68058.32930703841
611,4,HEFT,68058.32930703841
612,4,HEFT,68058.32930703841
613,4,HEFT,68058.32930703841
614,4,HEFT,68058.32930703841
615,4,HEFT,68058.32930703841
616,4,HEFT,68058.32930703841
617,4,HEFT,68058.32930703841
618,4,HEFT,68058.32930703841
619,4,HEFT,68058.32930703841
620,4,HEFT,68058.32930703841
621,4,HEFT,68058.32930703841
622,4,HEFT,68058.32930703841
623,4,HEFT,68058.32930703841
624,4,HEFT,68058.32930703841
625,4,HEFT,68058.32930703841
626,4,HEFT,68058.32930703841
627,4,HEFT,68058.32930703841
628,4,HEFT,68058.32930703841
629,4,HEFT,68058.32930703841
630,4,HEFT,68058.32930703841
631,4,HEFT,68058.32930703841
632,4,HEFT,68058.32930703841
633,4,HEFT,68058.32930703841
634,4,HEFT,68058.32930703841
635,4,HEFT,68058.32930703841
636,4,HEFT,68058.32930703841
637,4,HEFT,68058.32930703841
638,4,HEFT,68058.32930703841
639,4,HEFT,68058.32930703841
640,4,HEFT,68058.32930703841
641,4,HEFT,68058.32930703841
642,4,HEFT,68058.32930703841
643,4,HEFT,68058.32930703841
644,4,HEFT,68058.32930703841
645,4,HEFT,68058.32930703841
646,4,HEFT,68058.32930703841
647,4,HEFT,68058.32930703841
648,4,HEFT,68058.32930703841
649,4,HEFT,68058.32930703841
650,4,HEFT,68058.32930703841
651,4,HEFT,68058.32930703841
652,4,HEFT,68058.32930703841
653,4,HEFT,68058.32930703841
654,4,HEFT,68058.32930703841
655,4,HEFT,68058.32930703841
656,4,HEFT,68058.32930703841
657,4,HEFT,68058.32930703841
658,4,HEFT,68058.32930703841
659,4,HEFT,68058.32930703841
660,4,HEFT,68058.32930703841
661,4,HEFT,68058.32930703841
662,4,HEFT,68058.32930703841
663,4,HEFT,68058.32930703841
664,4,HEFT,68058.32930703841
