planner,size,freqs
RAND,64,28.0
RAND,64,25.0
RAND,64,26.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,32.0
RAND,64,29.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,30.0
RAND,64,30.0
RAND,64,30.0
RAND,64,25.0
RAND,64,28.0
RAND,64,28.0
RAND,64,29.0
RAND,64,24.0
RAND,64,25.0
RAND,64,28.0
RAND,64,28.0
RAND,64,23.0
RAND,64,26.0
RAND,64,28.0
RAND,64,22.0
RAND,64,23.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,29.0
RAND,64,30.0
RAND,64,25.0
RAND,64,25.0
RAND,64,27.0
RAND,64,26.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,29.0
RAND,64,28.0
RAND,64,24.0
RAND,64,30.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,28.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,27.0
RAND,64,26.0
RAND,64,23.0
RAND,64,24.0
RAND,64,27.0
RAND,64,27.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,23.0
RAND,64,26.0
RAND,64,32.0
RAND,64,26.0
RAND,64,26.0
RAND,64,29.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,28.0
RAND,64,25.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,24.0
RAND,64,27.0
RAND,64,28.0
RAND,64,26.0
RAND,64,31.0
RAND,64,22.0
RAND,64,28.0
RAND,64,29.0
RAND,64,26.0
RAND,64,28.0
RAND,64,26.0
RAND,64,25.0
RAND,64,27.0
RAND,64,32.0
RAND,64,30.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,29.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,30.0
RAND,64,27.0
RAND,64,23.0
RAND,64,23.0
RAND,64,28.0
RAND,64,25.0
RAND,64,23.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,23.0
RAND,64,24.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,27.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,25.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,28.0
RAND,64,30.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,28.0
RAND,64,24.0
RAND,64,24.0
RAND,64,33.0
RAND,64,25.0
RAND,64,28.0
RAND,64,23.0
RAND,64,26.0
RAND,64,25.0
RAND,64,28.0
RAND,64,26.0
RAND,64,24.0
RAND,64,27.0
RAND,64,29.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,30.0
RAND,64,22.0
RAND,64,28.0
RAND,64,24.0
RAND,64,27.0
RAND,64,27.0
RAND,64,28.0
RAND,64,29.0
RAND,64,23.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,29.0
RAND,64,25.0
RAND,64,25.0
RAND,64,27.0
RAND,64,28.0
RAND,64,25.0
RAND,64,30.0
RAND,64,27.0
RAND,64,24.0
RAND,64,25.0
RAND,64,26.0
RAND,64,29.0
RAND,64,29.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,24.0
RAND,64,24.0
RAND,64,24.0
RAND,64,29.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,29.0
RAND,64,25.0
RAND,64,23.0
RAND,64,28.0
RAND,64,28.0
RAND,64,29.0
RAND,64,27.0
RAND,64,26.0
RAND,64,27.0
RAND,64,28.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,27.0
RAND,64,22.0
RAND,64,21.0
RAND,64,31.0
RAND,64,25.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,33.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,28.0
RAND,64,27.0
RAND,64,27.0
RAND,64,27.0
RAND,64,25.0
RAND,64,23.0
RAND,64,28.0
RAND,64,26.0
RAND,64,29.0
RAND,64,26.0
RAND,64,30.0
RAND,64,30.0
RAND,64,25.0
RAND,64,30.0
RAND,64,27.0
RAND,64,24.0
RAND,64,29.0
RAND,64,23.0
RAND,64,25.0
RAND,64,24.0
RAND,64,30.0
RAND,64,28.0
RAND,64,25.0
RAND,64,24.0
RAND,64,24.0
RAND,64,28.0
RAND,64,28.0
RAND,64,31.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,23.0
RAND,64,24.0
RAND,64,24.0
RAND,64,29.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,34.0
RAND,64,25.0
RAND,64,22.0
RAND,64,25.0
RAND,64,25.0
RAND,64,29.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,24.0
RAND,64,30.0
RAND,64,29.0
RAND,64,25.0
RAND,64,27.0
RAND,64,28.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,29.0
RAND,64,23.0
RAND,64,25.0
RAND,64,22.0
RAND,64,24.0
RAND,64,28.0
RAND,64,29.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,31.0
RAND,64,26.0
RAND,64,24.0
RAND,64,28.0
RAND,64,25.0
RAND,64,33.0
RAND,64,24.0
RAND,64,31.0
RAND,64,29.0
RAND,64,26.0
RAND,64,33.0
RAND,64,30.0
RAND,64,27.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,24.0
RAND,64,24.0
RAND,64,23.0
RAND,64,25.0
RAND,64,33.0
RAND,64,24.0
RAND,64,29.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,25.0
RAND,64,27.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,27.0
RAND,64,28.0
RAND,64,26.0
RAND,64,24.0
RAND,64,28.0
RAND,64,23.0
RAND,64,28.0
RAND,64,29.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,32.0
RAND,64,27.0
RAND,64,28.0
RAND,64,24.0
RAND,64,29.0
RAND,64,29.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,27.0
RAND,64,29.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,27.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,28.0
RAND,64,24.0
RAND,64,28.0
RAND,64,26.0
RAND,64,23.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,28.0
RAND,64,24.0
RAND,64,26.0
RAND,64,28.0
RAND,64,22.0
RAND,64,24.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,26.0
RAND,64,22.0
RAND,64,24.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,27.0
RAND,64,29.0
RAND,64,26.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,24.0
RAND,64,25.0
RAND,64,23.0
RAND,64,24.0
RAND,64,24.0
RAND,64,24.0
RAND,64,27.0
RAND,64,22.0
RAND,64,27.0
RAND,64,27.0
RAND,64,24.0
RAND,64,24.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,30.0
RAND,64,24.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,23.0
RAND,64,24.0
RAND,64,28.0
RAND,64,26.0
RAND,64,25.0
RAND,64,28.0
RAND,64,29.0
RAND,64,26.0
RAND,64,28.0
RAND,64,30.0
RAND,64,26.0
RAND,64,26.0
RAND,64,28.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,22.0
RAND,64,25.0
RAND,64,28.0
RAND,64,24.0
RAND,64,24.0
RAND,64,24.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,28.0
RAND,64,28.0
RAND,64,25.0
RAND,64,23.0
RAND,64,25.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,27.0
RAND,64,27.0
RAND,64,23.0
RAND,64,24.0
RAND,64,25.0
RAND,64,28.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,24.0
RAND,64,27.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,25.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,28.0
RAND,64,29.0
RAND,64,23.0
RAND,64,26.0
RAND,64,24.0
RAND,64,27.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,29.0
RAND,64,24.0
RAND,64,23.0
RAND,64,25.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,28.0
RAND,64,26.0
RAND,64,28.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,24.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,23.0
RAND,64,30.0
RAND,64,29.0
RAND,64,25.0
RAND,64,25.0
RAND,64,23.0
RAND,64,25.0
RAND,64,28.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,28.0
RAND,64,26.0
RAND,64,28.0
RAND,64,25.0
RAND,64,28.0
RAND,64,27.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,30.0
RAND,64,23.0
RAND,64,30.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,27.0
RAND,64,31.0
RAND,64,27.0
RAND,64,23.0
RAND,64,28.0
RAND,64,24.0
RAND,64,26.0
RAND,64,24.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,23.0
RAND,64,27.0
RAND,64,29.0
RAND,64,24.0
RAND,64,24.0
RAND,64,27.0
RAND,64,28.0
RAND,64,27.0
RAND,64,28.0
RAND,64,23.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,24.0
RAND,64,26.0
RAND,64,30.0
RAND,64,33.0
RAND,64,27.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,27.0
RAND,64,30.0
RAND,64,24.0
RAND,64,23.0
RAND,64,27.0
RAND,64,27.0
RAND,64,27.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,30.0
RAND,64,25.0
RAND,64,27.0
RAND,64,26.0
RAND,64,28.0
RAND,64,25.0
RAND,64,24.0
RAND,64,26.0
RAND,64,25.0
RAND,64,23.0
RAND,64,23.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,27.0
RAND,64,26.0
RAND,64,29.0
RAND,64,30.0
RAND,64,22.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,37.0
RAND,64,27.0
RAND,64,24.0
RAND,64,28.0
RAND,64,30.0
RAND,64,25.0
RAND,64,24.0
RAND,64,28.0
RAND,64,25.0
RAND,64,28.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,25.0
RAND,64,27.0
RAND,64,24.0
RAND,64,23.0
RAND,64,30.0
RAND,64,26.0
RAND,64,29.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,28.0
RAND,64,26.0
RAND,64,30.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,32.0
RAND,64,30.0
RAND,64,31.0
RAND,64,30.0
RAND,64,29.0
RAND,64,26.0
RAND,64,24.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,26.0
RAND,64,28.0
RAND,64,26.0
RAND,64,29.0
RAND,64,26.0
RAND,64,23.0
RAND,64,30.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,28.0
RAND,64,26.0
RAND,64,25.0
RAND,64,30.0
RAND,64,29.0
RAND,64,31.0
RAND,64,25.0
RAND,64,25.0
RAND,64,29.0
RAND,64,27.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,23.0
RAND,64,30.0
RAND,64,24.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,29.0
RAND,64,29.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,29.0
RAND,64,31.0
RAND,64,28.0
RAND,64,27.0
RAND,64,31.0
RAND,64,23.0
RAND,64,24.0
RAND,64,28.0
RAND,64,27.0
RAND,64,30.0
RAND,64,33.0
RAND,64,25.0
RAND,64,28.0
RAND,64,31.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,25.0
RAND,64,28.0
RAND,64,27.0
RAND,64,28.0
RAND,64,24.0
RAND,64,26.0
RAND,64,29.0
RAND,64,32.0
RAND,64,25.0
RAND,64,29.0
RAND,64,26.0
RAND,64,25.0
RAND,64,24.0
RAND,64,27.0
RAND,64,31.0
RAND,64,31.0
RAND,64,24.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,28.0
RAND,64,25.0
RAND,64,25.0
RAND,64,28.0
RAND,64,23.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,31.0
RAND,64,24.0
RAND,64,25.0
RAND,64,24.0
RAND,64,25.0
RAND,64,27.0
RAND,64,29.0
RAND,64,25.0
RAND,64,25.0
RAND,64,28.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,28.0
RAND,64,27.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,24.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,22.0
RAND,64,28.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,23.0
RAND,64,25.0
RAND,64,31.0
RAND,64,29.0
RAND,64,27.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,32.0
RAND,64,27.0
RAND,64,24.0
RAND,64,23.0
RAND,64,28.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,29.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,23.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,27.0
RAND,64,24.0
RAND,64,26.0
RAND,64,27.0
RAND,64,26.0
RAND,64,27.0
RAND,64,31.0
RAND,64,26.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,24.0
RAND,64,28.0
RAND,64,24.0
RAND,64,28.0
RAND,64,26.0
RAND,64,27.0
RAND,64,24.0
RAND,64,27.0
RAND,64,27.0
RAND,64,27.0
RAND,64,25.0
RAND,64,25.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,26.0
RAND,64,25.0
RAND,64,26.0
RAND,64,26.0
RAND,64,23.0
RAND,64,27.0
RAND,64,29.0
RAND,64,25.0
RAND,64,28.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,21.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,18.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,17.0
RAND,128,14.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,14.0
RAND,128,14.0
RAND,128,18.0
RAND,128,16.0
RAND,128,17.0
RAND,128,18.0
RAND,128,16.0
RAND,128,17.0
RAND,128,13.0
RAND,128,15.0
RAND,128,20.0
RAND,128,17.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,19.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,17.0
RAND,128,18.0
RAND,128,17.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,17.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,22.0
RAND,128,14.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,19.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,18.0
RAND,128,17.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,14.0
RAND,128,18.0
RAND,128,18.0
RAND,128,14.0
RAND,128,17.0
RAND,128,18.0
RAND,128,18.0
RAND,128,15.0
RAND,128,14.0
RAND,128,17.0
RAND,128,14.0
RAND,128,16.0
RAND,128,17.0
RAND,128,16.0
RAND,128,20.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,19.0
RAND,128,17.0
RAND,128,14.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,18.0
RAND,128,14.0
RAND,128,18.0
RAND,128,17.0
RAND,128,16.0
RAND,128,19.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,18.0
RAND,128,17.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,19.0
RAND,128,14.0
RAND,128,16.0
RAND,128,17.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,20.0
RAND,128,17.0
RAND,128,19.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,14.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,20.0
RAND,128,17.0
RAND,128,16.0
RAND,128,20.0
RAND,128,16.0
RAND,128,19.0
RAND,128,17.0
RAND,128,15.0
RAND,128,20.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,20.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,17.0
RAND,128,14.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,14.0
RAND,128,19.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,16.0
RAND,128,17.0
RAND,128,18.0
RAND,128,15.0
RAND,128,14.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,18.0
RAND,128,14.0
RAND,128,19.0
RAND,128,15.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,14.0
RAND,128,15.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,14.0
RAND,128,15.0
RAND,128,19.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,14.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,14.0
RAND,128,18.0
RAND,128,19.0
RAND,128,19.0
RAND,128,14.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,19.0
RAND,128,16.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,19.0
RAND,128,17.0
RAND,128,17.0
RAND,128,15.0
RAND,128,14.0
RAND,128,15.0
RAND,128,14.0
RAND,128,17.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,16.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,15.0
RAND,128,15.0
RAND,128,14.0
RAND,128,18.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,14.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,17.0
RAND,128,18.0
RAND,128,18.0
RAND,128,17.0
RAND,128,19.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,14.0
RAND,128,17.0
RAND,128,21.0
RAND,128,18.0
RAND,128,16.0
RAND,128,14.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,15.0
RAND,128,16.0
RAND,128,18.0
RAND,128,17.0
RAND,128,17.0
RAND,128,18.0
RAND,128,15.0
RAND,128,13.0
RAND,128,15.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,14.0
RAND,128,17.0
RAND,128,14.0
RAND,128,16.0
RAND,128,15.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,19.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,15.0
RAND,128,19.0
RAND,128,15.0
RAND,128,17.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,17.0
RAND,128,16.0
RAND,128,14.0
RAND,128,19.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,19.0
RAND,128,16.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,16.0
RAND,128,14.0
RAND,128,16.0
RAND,128,16.0
RAND,128,14.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,16.0
RAND,128,14.0
RAND,128,17.0
RAND,128,16.0
RAND,128,16.0
RAND,128,19.0
RAND,128,20.0
RAND,128,17.0
RAND,128,16.0
RAND,128,17.0
RAND,128,15.0
RAND,128,14.0
RAND,128,19.0
RAND,128,16.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,16.0
RAND,128,17.0
RAND,128,16.0
RAND,128,16.0
RAND,128,16.0
RAND,128,17.0
RAND,128,18.0
RAND,128,15.0
RAND,128,18.0
RAND,128,18.0
RAND,128,15.0
RAND,128,19.0
RAND,128,14.0
RAND,128,16.0
RAND,128,16.0
RAND,128,17.0
RAND,128,19.0
RAND,128,17.0
RAND,128,16.0
RAND,128,14.0
RAND,128,14.0
RAND,128,14.0
RAND,128,14.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,17.0
RAND,128,15.0
RAND,128,16.0
RAND,128,14.0
RAND,128,15.0
RAND,128,17.0
RAND,128,18.0
RAND,128,16.0
RAND,128,15.0
RAND,128,19.0
RAND,128,15.0
RAND,128,16.0
RAND,128,15.0
RAND,128,21.0
RAND,128,15.0
RAND,128,15.0
RAND,128,14.0
RAND,128,17.0
RAND,128,14.0
RAND,128,15.0
RAND,128,15.0
RAND,128,18.0
RAND,128,15.0
RAND,128,15.0
RAND,128,14.0
RAND,128,16.0
RAND,128,19.0
RAND,128,16.0
RAND,128,15.0
RAND,128,18.0
RAND,128,16.0
RAND,128,14.0
RAND,128,18.0
RAND,128,15.0
RAND,128,16.0
