size,planner,makespan,reactive,expected,mpn_snt,rect_snt,time
4,GA-50,11050.9851159978,11050.9851159978,9403.432972144803,1647.5521438529975,1647.5521438529975,0.2417149543762207
4,GA-50,10626.263214793578,7883.374700932537,9403.432972144803,1222.830242648775,-1520.058271212266,0.2311110496520996
4,GA-50,11888.921508147449,11354.098466942534,9403.432972144803,2485.488536002644,1950.6654947977315,0.2267961502075196
4,GA-50,9403.432972144803,7939.451324599967,9403.432972144803,0.0,-1463.981647544836,0.009299993515014648
4,GA-50,9403.432972144803,9121.620198219096,9403.432972144803,0.0,-281.812773925707,0.22386813163757324
4,GA-50,11140.971940364252,11018.591520593747,9403.432972144803,1737.5389682194489,1615.1585484489444,0.011528968811035156
4,GA-50,9403.432972144803,7726.436610195695,9403.432972144803,0.0,-1676.9963619491082,0.0090789794921875
4,GA-50,10073.613194659683,8720.98493271196,9403.432972144803,670.1802225148804,-682.4480394328439,0.2307291030883789
4,GA-50,9588.433512492591,9411.146743885707,9403.432972144803,185.00054034778626,7.713771740905939,0.011409997940063477
4,GA-50,11030.011050419875,11030.011050419875,9403.432972144803,1626.5780782750714,1626.5780782750714,0.2396600246429444
4,GA-50,18449.992125219404,18449.992125219404,13565.20264249732,4884.789482722083,4884.789482722083,0.008945226669311523
4,GA-50,11369.459834819987,11369.459834819987,9403.432972144803,1966.0268626751856,1966.0268626751856,0.2302873134613037
4,GA-50,9403.432972144803,8605.572818404391,9403.432972144803,0.0,-797.860153740412,0.2301170825958252
4,GA-50,10400.212151540964,10400.212151540964,9403.432972144803,996.7791793961604,996.7791793961604,0.2367250919342041
4,GA-50,9784.564756681668,9484.043206131704,9403.432972144803,381.13178453686487,80.61023398690122,0.2366468906402588
4,GA-50,12196.000458155317,12196.000458155317,9403.432972144803,2792.567486010516,2792.567486010516,0.01308274269104004
4,GA-50,10460.331661249336,8456.091976417329,9693.20703919218,767.1246220571556,-1237.1150627748502,0.006419897079467773
4,GA-50,10380.86408015451,10380.86408015451,9403.432972144803,977.4311080097067,977.4311080097067,0.22237801551818848
4,GA-50,11313.523004454666,10871.123526742958,9403.432972144803,1910.0900323098629,1467.6905545981574,0.2372078895568848
4,GA-50,9403.432972144803,9337.188756006286,9403.432972144803,0.0,-66.244216138517,0.006193876266479492
4,GA-50,10870.560445723531,10870.560445723531,9403.432972144803,1467.1274735787285,1467.1274735787285,0.23392486572265625
4,GA-50,10792.586637974637,10106.374986943427,9403.432972144803,1389.1536658298335,702.9420147986258,0.23105692863464355
4,GA-50,10685.358560751374,10685.358560751374,9403.432972144803,1281.9255886065712,1281.9255886065712,0.2293179035186768
4,GA-50,10631.036374364408,8573.302925969012,9403.432972144803,1227.6034022196056,-830.130046175791,0.2362198829650879
4,GA-50,10295.573718184549,9205.00636814182,9403.432972144803,892.1407460397478,-198.42660400298158,0.23564791679382324
4,GA-50,12228.440288173984,12228.440288173984,9403.432972144803,2825.007316029181,2825.007316029181,0.008603096008300781
4,GA-50,10239.989186271025,9051.16823933021,9403.432972144803,836.5562141262218,-352.2647328145922,0.22800421714782715
4,GA-50,31174.07733462228,31174.07733462228,24658.814966318267,6515.262368304015,6515.262368304015,0.2282721996307373
4,GA-50,10332.82851880517,10332.82851880517,9403.432972144803,929.3955466603676,929.3955466603676,0.01114821434020996
4,GA-50,9403.432972144803,7730.055292477452,9403.432972144803,0.0,-1673.3776796673499,0.2354099750518799
4,GA-50,9535.606517130544,9535.606517130544,9403.432972144803,132.1735449857406,132.1735449857406,0.006333827972412109
4,GA-50,9866.15555547219,9445.096759039201,9403.432972144803,462.72258332738784,41.66378689439807,0.2387120723724365
4,GA-50,11042.134372901044,11042.134372901044,9403.432972144803,1638.701400756243,1638.701400756243,0.238825798034668
4,GA-50,11162.036786771185,11162.036786771185,9403.432972144803,1758.60381462638,1758.60381462638,0.011161088943481444
4,GA-50,10596.287716809604,10596.287716809604,9403.432972144803,1192.8547446648008,1192.8547446648008,0.2376172542572021
4,GA-50,10907.216792496507,10907.216792496507,9403.432972144803,1503.7838203517056,1503.7838203517056,0.3154869079589844
4,GA-50,9403.432972144803,8920.503243114204,9403.432972144803,0.0,-482.92972903059854,0.2427010536193848
4,GA-50,9403.432972144803,8133.0379519598755,9403.432972144803,0.0,-1270.3950201849264,0.017244815826416016
4,GA-50,24658.814966318267,24309.07089051622,24658.814966318267,0.0,-349.74407580204564,0.2535698413848877
4,GA-50,10155.251131621071,9898.765918877902,9403.432972144803,751.8181594762664,495.3329467330986,0.2661750316619873
4,GA-50,10771.074767356353,9578.768844787888,9403.432972144803,1367.641795211548,175.33587264308517,0.2634410858154297
4,GA-50,10589.65886421786,9896.525291007074,9717.15964013397,872.499224083891,179.3656508731037,0.006942987442016602
4,GA-50,10252.974768785705,10252.974768785705,9403.432972144803,849.5417966409022,849.5417966409022,0.007375955581665039
