size,planner,makespan,time
4,HEFT,9567.953733628168,2.7894973754882812e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.7179718017578125e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,3.504753112792969e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.5272369384765625e-05
4,HEFT,9567.953733628168,5.7697296142578125e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.47955322265625e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.360343933105469e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.574920654296875e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.47955322265625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.694129943847656e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.7894973754882812e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.5272369384765625e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.694129943847656e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.312660217285156e-05
4,HEFT,9567.953733628168,2.7894973754882812e-05
4,HEFT,9567.953733628168,2.47955322265625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,3.504753112792969e-05
4,HEFT,9567.953733628168,2.47955322265625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.6226043701171875e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.7179718017578125e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.574920654296875e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.598762512207031e-05
4,HEFT,9567.953733628168,2.47955322265625e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.6226043701171875e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.312660217285156e-05
4,HEFT,9567.953733628168,2.6226043701171875e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.288818359375e-05
4,HEFT,9567.953733628168,2.5033950805664066e-05
4,HEFT,9567.953733628168,4.410743713378906e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
4,HEFT,9567.953733628168,2.6226043701171875e-05
4,HEFT,9567.953733628168,2.574920654296875e-05
4,HEFT,9567.953733628168,2.694129943847656e-05
4,HEFT,9567.953733628168,2.384185791015625e-05
4,HEFT,9567.953733628168,2.312660217285156e-05
4,HEFT,9567.953733628168,2.408027648925781e-05
8,HEFT,19135.907467256337,5.698204040527344e-05
8,HEFT,19135.907467256337,3.361701965332031e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.62396240234375e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.409385681152344e-05
8,HEFT,19135.907467256337,3.814697265625e-05
8,HEFT,19135.907467256337,3.719329833984375e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.600120544433594e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.790855407714844e-05
8,HEFT,19135.907467256337,4.291534423828125e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.409385681152344e-05
8,HEFT,19135.907467256337,7.796287536621094e-05
8,HEFT,19135.907467256337,3.62396240234375e-05
8,HEFT,19135.907467256337,3.695487976074219e-05
8,HEFT,19135.907467256337,3.767013549804688e-05
8,HEFT,19135.907467256337,3.62396240234375e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.814697265625e-05
8,HEFT,19135.907467256337,7.605552673339844e-05
8,HEFT,19135.907467256337,3.671646118164063e-05
8,HEFT,19135.907467256337,3.814697265625e-05
8,HEFT,19135.907467256337,3.600120544433594e-05
8,HEFT,19135.907467256337,8.392333984375e-05
8,HEFT,19135.907467256337,3.576278686523437e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.4809112548828125e-05
8,HEFT,19135.907467256337,3.719329833984375e-05
8,HEFT,19135.907467256337,3.576278686523437e-05
8,HEFT,19135.907467256337,4.410743713378906e-05
8,HEFT,19135.907467256337,3.504753112792969e-05
8,HEFT,19135.907467256337,3.600120544433594e-05
8,HEFT,19135.907467256337,3.695487976074219e-05
8,HEFT,19135.907467256337,3.933906555175781e-05
8,HEFT,19135.907467256337,6.389617919921875e-05
8,HEFT,19135.907467256337,3.767013549804688e-05
8,HEFT,19135.907467256337,3.695487976074219e-05
8,HEFT,19135.907467256337,3.695487976074219e-05
8,HEFT,19135.907467256337,3.576278686523437e-05
8,HEFT,19135.907467256337,3.695487976074219e-05
8,HEFT,19135.907467256337,3.981590270996094e-05
